cart_item_id,cart_id,product_id,quantity,created_at,updated_at
2399,180,383,75,2021-08-07 20:34:43,2022-05-20 06:08:49
2400,826,102,15,2021-06-24 17:24:01,2022-12-24 16:51:33
2401,509,257,24,2021-07-25 13:01:57,2022-05-11 18:13:06
2402,445,334,24,2021-04-11 03:24:55,2022-04-08 21:22:02
2403,372,368,79,2021-10-24 10:12:48,2022-01-14 01:44:06
2404,444,62,21,2021-06-30 00:59:41,2022-12-01 08:29:49
2405,30,32,67,2021-01-21 19:42:20,2022-01-15 02:12:45
2406,212,150,74,2021-03-09 07:10:08,2022-08-01 11:34:10
2407,409,346,95,2021-06-27 00:39:06,2022-09-24 15:39:59
2408,123,244,66,2021-12-06 23:37:00,2022-12-27 00:02:36
2409,21,153,23,2021-03-28 22:05:01,2022-06-23 16:48:48
2410,267,216,53,2021-05-29 05:20:38,2022-09-27 09:29:31
2411,872,67,25,2021-08-01 12:01:24,2022-06-13 09:06:28
2412,41,222,6,2021-03-12 23:01:04,2022-07-20 22:26:02
2413,615,396,66,2021-12-20 09:26:06,2022-04-18 11:03:57
2414,20,495,71,2021-02-01 20:11:40,2022-07-11 02:16:12
2415,169,451,16,2021-05-23 16:58:46,2022-02-09 07:34:42
2416,443,135,49,2021-10-02 13:05:40,2022-06-19 20:52:30
2417,658,46,40,2021-12-04 00:21:37,2022-04-25 09:40:10
2418,763,17,12,2021-06-03 04:26:39,2022-05-16 05:58:33
2419,723,182,19,2021-05-02 17:32:13,2022-10-05 03:48:12
2420,180,260,60,2021-06-03 06:23:58,2022-01-03 05:21:50
2421,789,79,38,2021-05-19 10:25:55,2022-10-23 22:39:22
2422,60,435,63,2021-09-17 23:17:41,2022-06-17 04:09:35
2423,117,54,86,2021-02-13 00:29:05,2022-03-01 10:45:05
2424,6,159,34,2021-06-08 12:29:31,2022-10-06 12:27:00
2425,38,219,89,2021-10-15 05:17:24,2022-09-01 08:31:57
2426,942,474,100,2021-10-16 05:37:44,2022-10-08 11:59:16
2427,101,260,69,2021-10-19 12:00:17,2022-11-24 00:14:33
2428,453,145,32,2021-11-04 21:40:24,2022-10-13 19:44:15
2429,944,225,14,2021-10-14 05:21:52,2022-06-20 14:51:23
2430,19,191,74,2021-12-11 13:44:24,2022-04-29 09:16:30
2431,168,248,72,2021-03-18 08:25:30,2022-02-17 18:45:55
2432,631,74,4,2021-11-23 16:58:29,2022-03-02 12:59:38
2433,779,22,34,2021-01-16 12:49:56,2022-10-12 00:28:02
2434,522,401,84,2021-06-12 19:11:56,2022-05-03 09:02:00
2435,458,460,42,2021-06-21 21:43:41,2022-06-15 19:57:57
2436,128,439,4,2021-05-10 16:39:41,2022-11-13 22:11:48
2437,954,229,44,2021-10-23 08:08:00,2022-03-08 11:54:12
2438,148,401,37,2021-08-20 06:05:55,2022-10-05 09:12:01
2439,693,322,82,2021-02-13 11:19:39,2022-01-13 00:21:56
2440,942,275,10,2021-08-29 20:15:52,2022-03-31 19:57:05
2441,278,22,92,2021-04-21 14:54:22,2022-07-29 04:57:51
2442,204,30,84,2021-08-08 00:19:49,2022-10-26 17:22:00
2443,100,215,96,2021-11-18 02:28:40,2022-01-31 20:05:07
2444,563,232,88,2021-08-21 20:19:28,2022-10-18 01:18:52
2445,96,73,58,2021-06-04 00:45:08,2022-03-01 06:55:41
2446,42,190,35,2021-02-20 02:27:21,2022-05-04 23:40:45
2447,516,431,6,2021-03-27 03:21:46,2022-01-06 07:05:56
2448,640,263,49,2021-12-16 16:16:43,2022-05-01 04:42:58
2449,365,272,51,2021-12-13 18:53:12,2022-10-23 09:13:45
2450,645,364,100,2021-05-31 16:52:04,2022-01-25 19:36:23
2451,548,175,36,2021-01-03 09:37:30,2022-03-01 22:09:03
2452,229,413,36,2021-03-15 02:44:09,2022-05-31 17:36:00
2453,383,13,93,2021-12-15 02:23:36,2022-01-06 08:56:56
2454,921,38,82,2021-03-23 08:44:56,2022-06-17 17:38:19
2455,624,274,2,2021-02-02 23:53:29,2022-06-20 15:41:24
2456,477,179,32,2021-01-07 17:43:30,2022-07-22 19:26:36
2457,776,403,23,2021-04-18 23:10:29,2022-07-24 03:42:27
2458,494,195,89,2021-03-09 02:11:20,2022-04-30 09:40:04
2459,297,152,85,2021-11-03 05:59:59,2022-02-19 00:10:01
2460,876,476,62,2021-01-19 08:24:51,2022-11-29 07:26:02
2461,998,430,52,2021-03-01 08:27:38,2022-08-13 19:32:42
2462,413,13,91,2021-09-03 18:45:37,2022-04-14 18:08:00
2463,944,500,18,2021-02-21 07:08:49,2022-09-08 09:43:35
2464,235,49,60,2021-11-03 13:20:55,2022-07-11 15:44:28
2465,514,348,98,2021-04-21 18:29:28,2022-01-31 19:56:18
2466,77,11,25,2021-10-25 06:42:11,2022-09-17 18:51:01
2467,189,42,48,2021-12-27 19:41:35,2022-11-18 12:00:12
2468,608,365,76,2021-01-06 16:17:45,2022-03-26 00:43:34
2469,824,79,52,2021-09-06 11:04:55,2022-10-10 18:47:20
2470,494,59,95,2021-03-08 02:15:29,2022-10-11 13:09:00
2471,763,311,50,2021-10-24 23:43:35,2022-05-27 00:47:09
2472,288,2,86,2021-06-02 10:36:57,2022-02-01 23:30:45
2473,552,287,32,2021-08-10 13:28:10,2022-02-09 05:36:57
2474,289,222,11,2021-10-25 00:04:46,2022-02-25 03:33:26
2475,147,284,94,2021-10-29 13:39:44,2022-08-01 06:07:49
2476,70,464,88,2021-09-21 11:07:28,2022-08-16 07:17:19
2477,72,494,36,2021-09-24 11:15:09,2022-02-07 05:10:25
2478,263,127,47,2021-05-07 10:23:40,2022-09-30 14:19:57
2479,827,151,79,2021-12-30 02:21:26,2022-05-07 08:10:01
2480,570,86,3,2021-04-16 12:05:21,2022-05-22 13:27:37
2481,62,278,100,2021-10-30 05:36:40,2022-11-06 05:41:16
2482,783,322,68,2021-06-15 01:40:46,2022-11-02 11:14:28
2483,515,180,17,2021-01-03 21:34:41,2022-04-16 10:36:21
2484,804,488,58,2021-05-02 18:52:06,2022-08-28 20:10:50
2485,717,244,83,2021-04-03 21:38:02,2022-03-25 12:33:11
2486,247,273,18,2021-06-22 04:59:26,2022-01-01 05:09:51
2487,948,315,8,2021-11-06 04:46:40,2022-12-27 19:56:33
2488,398,188,22,2021-06-14 20:15:06,2022-05-21 20:44:21
2489,105,15,19,2021-07-12 14:13:06,2022-08-26 08:18:04
2490,810,107,81,2021-05-25 23:08:16,2022-08-17 21:48:25
2491,80,476,50,2021-10-08 10:00:18,2022-03-08 05:34:44
2492,484,390,100,2021-12-30 13:29:14,2022-09-19 05:57:54
2493,518,144,98,2021-11-08 21:17:23,2022-03-04 06:57:46
2494,752,470,38,2021-09-12 06:20:12,2022-06-05 09:35:08
2495,447,24,73,2021-06-01 07:26:43,2022-08-22 13:59:20
2496,588,8,44,2021-10-10 06:47:53,2022-10-23 13:17:50
2497,369,193,72,2021-11-20 05:24:41,2022-05-05 23:27:50
2498,230,489,84,2021-01-30 14:56:11,2022-07-12 11:08:11
2499,491,127,37,2021-07-22 15:09:43,2022-02-21 05:11:28
2500,996,452,88,2021-03-12 08:53:57,2022-10-10 15:51:33
2501,885,235,57,2021-03-15 10:38:29,2022-07-24 20:34:13
2502,421,88,50,2021-08-02 13:34:58,2022-01-24 13:36:23
2503,327,69,62,2021-08-08 23:00:20,2022-02-06 17:19:53
2504,299,161,73,2021-06-23 03:42:22,2022-11-03 00:49:16
2505,715,49,21,2021-09-19 09:05:32,2022-03-15 12:48:46
2506,63,173,47,2021-10-02 01:11:19,2022-10-22 15:26:29
2507,562,399,61,2021-10-06 04:43:24,2022-10-02 06:18:09
2508,375,285,19,2021-09-02 01:41:27,2022-01-01 21:33:05
2509,692,435,71,2021-09-14 17:48:17,2022-04-14 14:48:21
2510,736,474,79,2021-10-04 04:14:14,2022-03-27 09:37:36
2511,15,297,33,2021-02-19 06:57:08,2022-02-16 20:52:53
2512,639,172,48,2021-07-23 09:51:26,2022-09-24 16:27:54
2513,395,480,33,2021-05-18 13:04:52,2022-06-15 08:03:52
2514,237,140,10,2021-08-02 15:41:18,2022-01-26 22:23:42
2515,60,362,54,2021-12-02 01:24:16,2022-08-23 01:54:01
2516,503,116,87,2021-10-01 22:45:47,2022-05-04 12:29:03
2517,178,282,61,2021-03-17 08:09:10,2022-04-28 08:58:48
2518,648,353,87,2021-12-05 09:34:33,2022-10-04 07:11:28
2519,827,159,39,2021-08-17 06:24:16,2022-09-29 15:53:20
2520,531,72,51,2021-12-23 20:25:51,2022-01-26 03:44:23
2521,173,133,62,2021-12-01 09:21:38,2022-06-15 19:09:17
2522,565,335,85,2021-05-01 17:39:16,2022-02-26 07:39:53
2523,473,382,7,2021-05-21 09:21:02,2022-04-09 02:58:55
2524,826,124,28,2021-10-04 15:35:48,2022-12-27 17:18:03
2525,960,244,53,2021-01-30 12:47:03,2022-12-06 10:31:31
2526,493,275,81,2021-01-01 09:03:41,2022-04-30 00:14:13
2527,125,22,50,2021-08-19 15:36:46,2022-05-22 04:05:50
2528,895,100,26,2021-07-16 21:40:23,2022-01-09 14:35:37
2529,534,406,82,2021-12-15 16:00:23,2022-05-13 05:34:50
2530,908,478,100,2021-06-13 15:01:39,2022-08-15 20:22:24
2531,741,354,90,2021-11-28 08:35:16,2022-03-31 22:57:58
2532,865,481,90,2021-12-15 14:57:35,2022-06-02 13:31:24
2533,724,326,64,2021-10-12 00:38:01,2022-05-27 11:25:06
2534,778,310,64,2021-04-13 12:30:14,2022-11-16 02:16:47
2535,876,65,64,2021-06-06 00:03:32,2022-08-16 08:27:52
2536,628,70,45,2021-12-18 15:41:35,2022-08-07 07:35:42
2537,776,239,78,2021-11-17 20:14:01,2022-04-03 06:56:38
2538,273,12,65,2021-11-02 23:39:38,2022-04-23 03:27:07
2539,887,194,15,2021-10-26 03:22:04,2022-01-03 14:12:24
2540,868,35,74,2021-08-22 10:37:39,2022-02-19 01:13:41
2541,566,405,73,2021-04-01 04:12:18,2022-10-15 05:16:31
2542,458,394,48,2021-01-20 15:32:01,2022-08-02 16:59:39
2543,881,155,59,2021-01-19 00:23:10,2022-09-09 12:12:10
2544,271,271,35,2021-03-14 08:33:39,2022-02-25 10:57:43
2545,139,368,84,2021-09-30 16:28:02,2022-09-22 23:44:58
2546,603,342,95,2021-02-25 04:45:17,2022-11-16 15:02:42
2547,106,236,57,2021-03-15 01:07:20,2022-10-11 23:22:51
2548,488,490,15,2021-10-23 02:22:14,2022-06-09 17:44:12
2549,133,454,35,2021-04-21 17:10:49,2022-11-23 00:17:20
2550,735,280,64,2021-11-12 01:01:12,2022-10-28 07:59:27
2551,712,487,28,2021-04-09 05:25:15,2022-05-12 04:12:48
2552,493,202,9,2021-03-02 21:59:09,2022-02-02 20:47:50
2553,750,347,59,2021-09-19 00:16:32,2022-07-21 23:17:49
2554,236,484,27,2021-11-18 18:11:13,2022-01-09 12:43:50
2555,447,165,65,2021-05-11 00:01:11,2022-05-17 11:28:59
2556,33,197,58,2021-07-10 06:15:19,2022-08-16 18:02:40
2557,575,410,11,2021-05-04 02:42:38,2022-08-11 03:46:01
2558,605,149,92,2021-01-25 15:19:47,2022-05-16 23:00:23
2559,816,43,93,2021-06-26 23:50:15,2022-04-18 06:57:08
2560,46,458,93,2021-06-20 10:58:40,2022-12-27 16:35:18
2561,972,258,79,2021-12-21 10:29:31,2022-06-06 14:46:08
2562,270,22,15,2021-12-07 09:37:18,2022-05-22 01:34:26
2563,357,98,12,2021-08-25 15:54:33,2022-10-15 13:20:31
2564,651,14,21,2021-11-08 18:18:55,2022-05-30 14:13:57
2565,194,32,89,2021-10-20 11:13:49,2022-03-30 09:47:31
2566,579,149,89,2021-02-14 15:32:12,2022-11-28 09:11:47
2567,564,29,94,2021-09-27 06:48:26,2022-06-01 14:53:23
2568,66,48,31,2021-05-08 06:21:17,2022-09-12 07:38:50
2569,748,23,83,2021-11-19 17:47:50,2022-10-21 19:37:36
2570,713,13,90,2021-06-01 15:59:53,2022-11-26 07:30:33
2571,601,415,24,2021-12-25 20:56:35,2022-01-01 10:24:36
2572,334,100,21,2021-08-03 00:11:50,2022-09-27 02:48:56
2573,58,343,84,2021-06-23 23:35:51,2022-06-29 21:19:49
2574,253,232,92,2021-02-10 08:44:58,2022-09-10 23:02:28
2575,618,293,24,2021-01-04 12:15:46,2022-10-03 11:50:46
2576,865,176,7,2021-09-11 11:59:58,2022-01-28 13:51:02
2577,630,345,46,2021-08-01 06:33:14,2022-03-15 13:32:54
2578,589,466,78,2021-11-19 20:02:08,2022-01-23 18:06:48
2579,976,60,74,2021-11-06 15:45:51,2022-01-21 20:58:11
2580,131,247,54,2021-12-23 13:37:20,2022-06-11 06:16:57
2581,299,181,9,2021-06-11 19:45:05,2022-10-02 01:28:19
2582,171,136,27,2021-03-09 13:11:42,2022-09-10 01:17:27
2583,209,2,73,2021-07-01 16:58:27,2022-04-27 22:35:01
2584,973,420,81,2021-05-13 11:17:54,2022-01-15 10:58:26
2585,289,28,9,2021-05-07 20:13:13,2022-12-18 00:37:58
2586,782,407,19,2021-11-22 14:14:58,2022-08-15 03:39:30
2587,794,401,52,2021-12-22 15:33:24,2022-05-20 03:24:18
2588,849,314,51,2021-08-02 02:39:44,2022-11-11 01:54:14
2589,265,145,46,2021-04-16 06:24:45,2022-04-28 00:39:41
2590,177,414,48,2021-11-06 14:07:30,2022-04-06 05:34:44
2591,138,449,99,2021-05-29 07:43:33,2022-04-13 05:03:34
2592,507,192,54,2021-10-20 07:15:48,2022-10-19 03:59:20
2593,219,35,27,2021-03-15 19:18:56,2022-09-03 19:14:29
2594,245,54,60,2021-02-15 01:44:43,2022-08-29 14:43:15
2595,797,405,95,2021-04-11 12:41:08,2022-08-15 17:47:15
2596,188,1,6,2021-10-20 19:14:04,2022-06-28 04:44:17
2597,191,241,80,2021-10-18 02:23:13,2022-08-08 11:57:36
2598,791,359,14,2021-10-27 17:59:05,2022-02-12 23:34:45
2599,237,423,78,2021-03-08 00:29:00,2022-08-12 17:33:19
2600,304,386,78,2021-11-28 07:27:05,2022-08-24 08:39:34
2601,189,86,27,2021-03-18 04:12:12,2022-04-25 18:26:11
2602,875,307,15,2021-10-16 12:50:48,2022-01-04 13:12:40
2603,161,308,15,2021-08-13 22:53:20,2022-03-09 03:54:36
2604,678,458,82,2021-04-17 12:29:41,2022-03-20 07:33:14
2605,701,330,79,2021-07-12 10:15:17,2022-05-17 17:51:09
2606,57,315,75,2021-12-28 09:34:46,2022-05-16 06:18:21
2607,297,350,34,2021-06-29 12:02:25,2022-02-27 05:13:35
2608,240,485,85,2021-01-20 22:08:43,2022-02-21 10:22:57
2609,779,170,97,2021-10-29 21:48:49,2022-09-10 21:14:24
2610,745,483,35,2021-12-30 23:27:44,2022-08-27 08:43:43
2611,281,61,11,2021-05-28 18:20:52,2022-07-23 14:01:14
2612,188,44,71,2021-09-04 07:37:36,2022-06-13 11:28:26
2613,881,37,16,2021-11-03 13:08:04,2022-08-17 19:04:58
2614,369,141,38,2021-03-30 15:35:18,2022-12-01 17:41:52
2615,795,297,29,2021-03-17 16:38:20,2022-08-23 23:47:09
2616,5,35,91,2021-03-07 09:23:55,2022-03-31 13:57:48
2617,196,302,25,2021-07-18 07:39:21,2022-06-15 06:25:49
2618,452,138,98,2021-06-27 10:04:14,2022-07-19 06:52:27
2619,673,140,71,2021-03-22 04:45:17,2022-11-08 03:23:44
2620,636,9,57,2021-02-11 18:54:50,2022-11-20 00:53:32
2621,696,17,85,2021-06-13 10:33:42,2022-11-05 15:46:32
2622,873,425,13,2021-05-17 15:17:52,2022-06-07 06:36:01
2623,237,73,47,2021-12-30 19:27:23,2022-08-19 03:40:25
2624,906,337,53,2021-09-07 16:58:23,2022-05-21 11:28:02
2625,737,21,73,2021-03-05 01:46:06,2022-11-15 06:40:12
2626,490,255,48,2021-10-21 07:15:16,2022-09-07 06:21:27
2627,948,135,81,2021-06-06 18:29:04,2022-06-05 03:54:16
2628,326,218,2,2021-05-12 17:45:01,2022-12-24 20:29:27
2629,496,7,77,2021-07-12 00:35:18,2022-03-14 01:13:46
2630,384,31,45,2021-08-04 12:09:59,2022-01-29 23:58:26
2631,843,466,83,2021-12-21 09:31:54,2022-02-07 12:20:21
2632,959,24,72,2021-02-07 18:52:53,2022-09-04 20:04:58
2633,816,473,84,2021-04-08 12:12:33,2022-11-12 12:25:29
2634,842,189,25,2021-10-28 03:06:18,2022-05-23 04:21:48
2635,554,281,53,2021-04-28 19:54:05,2022-02-01 10:03:29
2636,145,148,74,2021-09-13 06:23:44,2022-10-16 00:39:10
2637,267,432,27,2021-11-23 08:12:42,2022-08-06 03:35:23
2638,759,81,30,2021-10-08 00:02:38,2022-07-03 00:09:12
2639,261,151,77,2021-07-24 08:51:13,2022-08-23 21:13:09
2640,153,163,23,2021-08-12 13:31:18,2022-12-15 05:29:20
2641,427,448,98,2021-05-31 06:26:26,2022-03-09 11:32:19
2642,886,474,28,2021-01-20 04:43:26,2022-09-22 08:27:00
2643,649,116,2,2021-06-14 08:57:35,2022-04-11 01:09:59
2644,348,369,65,2021-09-03 20:44:20,2022-01-08 12:03:32
2645,420,181,58,2021-06-04 19:08:49,2022-03-17 14:18:07
2646,987,116,48,2021-07-23 13:12:03,2022-10-16 18:10:52
2647,926,238,74,2021-03-21 17:05:26,2022-09-13 00:47:49
2648,371,302,16,2021-10-22 11:10:47,2022-02-24 22:52:48
2649,387,231,29,2021-10-18 22:59:13,2022-08-21 04:11:30
2650,37,329,89,2021-08-25 21:21:20,2022-03-06 19:48:14
2651,20,91,6,2021-11-03 21:47:52,2022-12-20 07:43:57
2652,798,392,92,2021-03-10 09:32:24,2022-08-27 23:03:47
2653,830,213,74,2021-02-25 12:37:25,2022-03-22 19:35:41
2654,661,101,67,2021-05-14 22:22:34,2022-07-25 01:21:14
2655,735,219,47,2021-11-05 03:31:31,2022-03-17 18:19:27
2656,514,413,79,2021-12-16 17:09:24,2022-09-26 03:15:02
2657,717,111,22,2021-12-16 16:30:56,2022-11-08 00:04:55
2658,325,12,12,2021-03-02 16:32:16,2022-06-20 13:56:35
2659,974,334,3,2021-11-30 12:53:07,2022-06-08 05:11:58
2660,965,194,82,2021-09-22 06:19:00,2022-03-27 16:38:26
2661,33,45,97,2021-02-22 22:19:58,2022-10-07 00:17:18
2662,15,363,45,2021-12-14 18:01:46,2022-04-21 02:13:06
2663,478,463,25,2021-12-28 04:15:16,2022-09-28 01:36:56
2664,895,12,78,2021-03-10 21:04:11,2022-12-25 04:14:10
2665,736,153,62,2021-01-27 12:18:02,2022-07-22 06:23:05
2666,799,88,70,2021-07-01 17:28:28,2022-04-05 18:10:49
2667,850,369,11,2021-12-15 12:26:22,2022-08-29 21:52:59
2668,653,144,37,2021-07-01 02:47:52,2022-02-19 20:36:14
2669,41,158,3,2021-07-23 07:53:45,2022-04-13 09:10:02
2670,451,244,46,2021-11-30 17:29:14,2022-09-23 05:14:53
2671,920,385,27,2021-12-20 23:04:40,2022-07-23 01:55:09
2672,937,214,42,2021-12-17 00:31:12,2022-03-01 07:52:34
2673,270,480,15,2021-06-06 17:22:27,2022-07-21 10:17:49
2674,898,340,3,2021-04-14 10:50:31,2022-07-29 14:59:35
2675,730,107,100,2021-03-09 04:28:29,2022-01-07 23:58:34
2676,688,407,48,2021-10-20 17:52:36,2022-12-24 09:18:50
2677,339,472,26,2021-03-22 20:04:17,2022-05-27 18:23:39
2678,769,39,67,2021-12-27 09:15:56,2022-07-25 12:08:28
2679,969,289,23,2021-11-07 23:19:56,2022-07-14 23:45:04
2680,732,151,13,2021-10-28 20:08:16,2022-05-15 05:32:37
2681,820,487,77,2021-02-23 18:26:43,2022-09-16 07:49:51
2682,159,195,73,2021-02-14 15:52:22,2022-10-09 16:01:32
2683,508,358,35,2021-05-31 05:09:31,2022-03-03 17:23:36
2684,113,287,19,2021-06-28 02:13:54,2022-12-04 08:59:23
2685,201,1,48,2021-10-26 20:57:57,2022-11-13 05:55:08
2686,611,121,89,2021-03-14 20:40:50,2022-05-20 20:27:02
2687,203,303,71,2021-07-31 17:50:33,2022-12-03 16:09:10
2688,681,487,54,2021-12-29 14:14:20,2022-08-02 12:20:54
2689,546,268,46,2021-09-09 06:44:18,2022-05-24 08:21:12
2690,219,368,1,2021-12-06 07:30:29,2022-03-19 19:11:05
2691,685,267,30,2021-07-21 06:47:19,2022-11-25 21:21:35
2692,442,125,28,2021-03-07 05:14:21,2022-09-21 19:23:27
2693,673,416,62,2021-02-08 07:55:59,2022-06-15 11:18:57
2694,290,349,52,2021-05-25 13:40:04,2022-02-24 02:56:40
2695,714,258,52,2021-11-19 11:02:40,2022-08-07 00:54:37
2696,583,156,60,2021-02-11 05:56:25,2022-06-29 21:05:59
2697,864,220,53,2021-10-01 02:35:07,2022-02-17 06:42:04
2698,112,425,6,2021-12-07 15:21:16,2022-03-22 22:55:32
2699,558,499,12,2021-01-12 01:51:01,2022-11-29 07:19:17
2700,142,285,24,2021-01-12 02:03:55,2022-08-31 14:43:46
2701,854,479,31,2021-04-25 05:30:44,2022-08-11 23:23:00
2702,898,247,92,2021-03-26 13:58:50,2022-02-06 04:02:14
2703,847,314,4,2021-11-26 11:36:22,2022-04-08 10:12:55
2704,236,400,98,2021-07-12 23:58:36,2022-03-18 23:46:58
2705,239,476,73,2021-07-22 11:11:49,2022-12-25 05:51:06
2706,793,317,25,2021-06-10 15:15:55,2022-02-18 23:25:45
2707,863,199,79,2021-07-08 10:27:24,2022-04-19 13:38:17
2708,404,365,25,2021-01-24 09:50:42,2022-02-21 21:55:20
2709,903,174,80,2021-01-05 11:03:24,2022-07-27 14:18:09
2710,495,138,79,2021-06-10 15:36:07,2022-04-24 10:36:19
2711,6,170,39,2021-07-27 04:46:56,2022-01-11 14:39:26
2712,162,96,73,2021-10-13 02:24:03,2022-12-16 13:05:58
2713,51,160,48,2021-02-02 07:02:40,2022-11-25 05:46:39
2714,612,288,29,2021-11-13 21:50:33,2022-12-27 11:46:42
2715,76,199,92,2021-05-30 16:25:45,2022-04-02 23:37:27
2716,494,139,64,2021-10-20 07:41:53,2022-07-28 18:02:31
2717,981,102,92,2021-11-14 04:55:28,2022-04-10 12:40:11
2718,441,293,99,2021-03-23 01:45:52,2022-05-02 10:38:47
2719,693,93,99,2021-11-01 11:59:20,2022-06-27 03:58:51
2720,442,33,99,2021-01-09 00:05:30,2022-09-24 06:14:08
2721,263,405,69,2021-02-17 15:57:04,2022-02-14 00:27:00
2722,489,326,97,2021-11-11 16:51:40,2022-07-08 18:47:34
2723,645,58,62,2021-05-05 12:48:44,2022-03-03 05:00:06
2724,549,453,47,2021-06-28 23:15:39,2022-10-12 21:48:02
2725,501,410,13,2021-10-12 04:41:29,2022-12-21 23:29:58
2726,3,67,100,2021-04-01 08:46:38,2022-03-24 10:01:41
2727,857,88,42,2021-05-15 18:25:20,2022-08-26 00:18:38
2728,498,283,75,2021-08-02 18:33:18,2022-07-10 23:47:34
2729,922,450,41,2021-08-23 05:40:29,2022-08-31 00:10:59
2730,600,114,33,2021-01-02 11:37:05,2022-10-09 17:05:15
2731,239,293,96,2021-07-18 16:32:30,2022-04-23 08:50:50
2732,600,359,97,2021-05-16 23:41:54,2022-06-09 09:38:13
2733,871,97,82,2021-08-02 16:34:54,2022-02-21 09:37:34
2734,374,305,7,2021-05-26 09:36:43,2022-11-21 09:54:45
2735,29,200,97,2021-04-15 01:31:58,2022-09-29 12:38:25
2736,609,457,15,2021-10-06 03:58:57,2022-07-14 01:39:19
2737,407,455,42,2021-11-30 19:20:14,2022-10-31 01:44:21
2738,848,42,4,2021-10-28 10:26:31,2022-11-15 09:41:03
2739,22,468,71,2021-11-02 22:22:20,2022-04-25 12:18:38
2740,787,158,34,2021-02-04 03:16:08,2022-11-22 17:00:33
2741,730,159,8,2021-10-20 10:48:06,2022-02-15 08:22:22
2742,928,189,90,2021-04-10 04:42:48,2022-04-24 05:49:33
2743,313,53,54,2021-05-01 00:21:25,2022-06-05 09:23:03
2744,636,306,93,2021-05-16 10:44:06,2022-07-09 23:24:35
2745,205,371,85,2021-06-15 03:09:27,2022-11-17 05:00:05
2746,735,229,35,2021-07-27 17:00:51,2022-02-11 10:18:48
2747,755,64,64,2021-11-16 02:45:31,2022-02-15 05:57:28
2748,324,91,97,2021-04-21 08:56:28,2022-09-14 14:29:03
2749,332,456,13,2021-10-15 01:26:16,2022-06-04 01:53:07
2750,312,18,66,2021-04-11 13:32:31,2022-09-22 00:17:11
2751,351,24,99,2021-06-16 11:13:19,2022-03-12 02:43:21
2752,350,99,16,2021-02-10 21:49:33,2022-06-12 22:10:49
2753,464,322,19,2021-01-02 12:31:37,2022-02-06 10:28:47
2754,402,73,39,2021-10-15 22:57:25,2022-08-15 10:36:06
2755,943,389,14,2021-10-27 14:17:49,2022-12-30 00:55:39
2756,185,47,60,2021-09-13 13:08:16,2022-03-13 07:10:03
2757,853,202,76,2021-07-12 15:36:04,2022-08-24 16:40:59
2758,691,7,30,2021-12-17 10:03:04,2022-04-17 21:04:42
2759,302,218,89,2021-05-26 07:28:50,2022-01-29 07:05:27
2760,89,285,24,2021-08-21 03:06:37,2022-04-13 15:23:35
2761,392,451,4,2021-11-05 13:46:20,2022-03-14 21:41:33
2762,212,112,11,2021-07-12 01:42:23,2022-04-15 09:31:08
2763,819,1,69,2021-10-09 14:54:17,2022-08-30 03:48:26
2764,649,75,4,2021-10-14 10:45:44,2022-03-11 06:35:10
2765,498,250,15,2021-06-21 00:08:40,2022-05-20 11:16:43
2766,906,267,38,2021-02-19 19:06:17,2022-07-22 23:10:53
2767,979,38,53,2021-02-06 02:29:20,2022-10-20 16:02:09
2768,807,240,77,2021-01-15 06:52:54,2022-04-30 17:01:53
2769,700,462,67,2021-08-26 12:06:40,2022-02-12 12:40:12
2770,974,166,29,2021-03-22 13:39:24,2022-07-04 07:23:22
2771,151,206,72,2021-06-03 23:15:47,2022-04-13 18:49:21
2772,46,466,32,2021-10-17 16:26:32,2022-12-13 04:42:43
2773,113,438,73,2021-05-04 12:05:01,2022-07-20 11:30:25
2774,419,67,40,2021-11-10 20:30:56,2022-01-16 23:15:19
2775,489,473,85,2021-03-14 05:50:18,2022-04-19 10:59:38
2776,979,481,30,2021-04-19 21:29:54,2022-10-23 15:20:31
2777,509,479,80,2021-01-25 03:18:32,2022-03-02 22:26:20
2778,939,467,24,2021-03-15 21:21:33,2022-09-20 21:09:18
2779,89,321,79,2021-08-06 10:45:39,2022-06-06 09:15:27
2780,294,451,23,2021-12-26 14:55:15,2022-06-03 21:54:11
2781,738,496,24,2021-06-01 22:33:13,2022-10-27 23:47:49
2782,27,252,75,2021-10-09 03:13:07,2022-10-01 10:10:16
2783,88,332,4,2021-03-28 15:49:41,2022-07-20 12:28:52
2784,90,420,1,2021-06-12 06:11:11,2022-04-23 15:22:41
2785,598,318,77,2021-07-21 08:25:20,2022-04-12 16:49:35
2786,778,320,37,2021-06-15 08:37:26,2022-05-27 07:25:43
2787,328,139,73,2021-07-06 21:52:16,2022-02-08 02:08:43
2788,439,408,2,2021-08-21 00:23:30,2022-01-30 09:29:14
2789,560,488,7,2021-09-28 21:02:17,2022-12-02 00:02:18
2790,199,111,28,2021-09-28 21:45:46,2022-05-01 15:23:22
2791,162,363,54,2021-10-02 07:43:41,2022-06-02 20:28:14
2792,318,330,35,2021-07-15 15:04:33,2022-08-17 07:26:19
2793,253,369,65,2021-11-25 09:27:33,2022-12-20 22:30:53
2794,394,295,55,2021-07-26 03:14:21,2022-10-28 00:34:21
2795,120,168,100,2021-12-20 13:12:59,2022-11-28 08:43:23
2796,18,139,28,2021-10-04 04:30:29,2022-03-21 06:06:37
2797,918,423,94,2021-10-25 19:10:34,2022-02-10 06:03:34
