payment_id,order_id,payment_date,payment_method,amount,created_at,updated_at
2257,954,2022-07-27 20:48:36,debit_card,8760.96,2021-11-13 22:32:53,2022-10-18 23:35:57
2258,2149,2022-09-11 22:55:13,apple_pay,8843.99,2021-05-18 17:18:39,2022-06-15 18:42:30
2259,758,2022-02-12 01:29:11,debit_card,3176.77,2021-07-01 12:06:06,2022-03-20 10:52:34
2260,724,2022-05-03 03:45:09,paypal,3414.27,2021-04-16 07:41:45,2022-03-28 02:14:22
2261,1516,2022-04-04 20:04:40,venmo,8400.46,2021-05-27 17:47:27,2022-07-02 13:41:55
2262,2533,2022-07-07 09:12:05,paypal,3302.9,2021-10-18 14:33:22,2022-05-08 00:33:59
2263,5,2022-08-04 23:52:44,debit_card,5716.68,2021-09-04 11:51:02,2022-02-20 00:27:30
2264,1838,2022-09-22 06:56:27,apple_pay,5079.91,2021-01-17 15:29:26,2022-12-22 11:17:06
2265,849,2022-07-16 16:44:45,apple_pay,1792.08,2021-08-27 04:50:10,2022-03-01 08:05:57
2266,1263,2022-11-13 11:49:43,debit_card,5251.8,2021-03-31 14:21:52,2022-01-16 05:13:29
2267,2149,2022-02-16 11:32:43,debit_card,2154.2,2021-01-30 18:46:20,2022-12-12 13:33:59
2268,1376,2022-05-30 22:59:51,apple_pay,2227.14,2021-08-23 01:22:11,2022-01-12 07:54:21
2269,1880,2022-08-03 08:16:24,debit_card,8511.13,2021-08-05 06:04:41,2022-05-28 00:20:37
2270,1028,2022-07-25 20:27:34,venmo,3472.45,2021-06-24 07:43:10,2022-09-10 01:29:31
2271,474,2022-09-05 04:26:57,paypal,5914.6,2021-11-29 03:19:50,2022-10-15 06:28:29
2272,1791,2022-09-04 12:23:39,paypal,3599.98,2021-04-09 16:37:46,2022-02-19 18:04:59
2273,1266,2022-02-14 21:58:37,debit_card,5358.98,2021-04-18 09:09:31,2022-04-01 07:39:59
2274,2872,2022-02-13 21:49:48,venmo,9462.57,2021-12-13 01:36:13,2022-04-29 10:32:45
2275,2203,2022-12-30 04:05:04,apple_pay,8665.41,2021-03-27 09:17:57,2022-03-04 05:20:14
2276,2714,2022-12-26 08:00:25,paypal,740.84,2021-12-09 18:21:00,2022-08-25 13:19:40
2277,1163,2022-02-15 06:58:22,venmo,1621.67,2021-04-17 21:14:08,2022-06-03 02:36:44
2278,2320,2022-07-13 21:53:29,apple_pay,1904.05,2021-07-26 00:20:38,2022-05-18 02:55:45
2279,24,2022-07-24 03:31:57,venmo,3106.22,2021-01-02 17:14:59,2022-03-08 05:54:57
2280,170,2022-08-26 11:22:48,venmo,4999.6,2021-11-10 13:48:25,2022-03-18 03:59:20
2281,37,2022-04-04 02:03:05,venmo,5134.24,2021-07-09 02:08:12,2022-04-29 12:19:05
2282,241,2022-11-11 03:35:04,paypal,3581.31,2021-07-31 11:55:37,2022-07-22 17:20:30
2283,965,2022-05-08 11:52:26,credit_card,1282.13,2021-09-10 16:57:38,2022-07-13 03:36:22
2284,589,2022-06-09 12:57:59,venmo,7144.11,2021-06-23 16:49:21,2022-07-18 16:36:24
2285,2034,2022-08-17 19:34:03,paypal,6864.95,2021-12-24 19:10:05,2022-02-02 15:59:37
2286,468,2022-03-01 01:25:56,venmo,5826.97,2021-01-01 20:17:46,2022-03-21 00:30:09
2287,1046,2022-03-31 20:18:04,venmo,670.89,2021-01-04 06:17:38,2022-05-12 04:59:16
2288,1935,2022-10-01 08:40:21,credit_card,4050.75,2021-07-21 23:54:15,2022-12-25 06:57:38
2289,1700,2022-11-26 06:40:23,debit_card,7444.62,2021-03-06 14:43:21,2022-02-12 03:18:17
2290,915,2022-04-13 23:01:48,paypal,5269.05,2021-06-22 04:59:29,2022-09-11 08:35:22
2291,437,2022-02-07 20:29:09,debit_card,4038.27,2021-06-19 11:20:28,2022-07-22 03:26:04
2292,1802,2022-07-03 13:16:42,paypal,224.98,2021-11-10 08:01:53,2022-06-26 14:36:35
2293,1775,2022-06-27 15:43:58,debit_card,1097.54,2021-11-18 21:39:04,2022-12-30 00:39:56
2294,320,2022-03-24 05:21:00,apple_pay,1095.77,2021-12-22 18:52:16,2022-12-07 05:36:46
2295,2702,2022-03-20 05:24:18,paypal,5221.15,2021-04-26 15:03:55,2022-08-18 05:36:29
2296,498,2022-01-14 11:17:18,credit_card,1214.91,2021-12-02 14:58:05,2022-03-04 23:43:01
2297,1249,2022-05-16 18:34:40,paypal,7961.35,2021-07-25 12:51:03,2022-05-03 12:13:36
2298,1228,2022-12-21 00:39:10,debit_card,9658.64,2021-10-13 02:08:18,2022-12-04 13:20:28
2299,2813,2022-03-07 08:15:21,credit_card,9715.4,2021-08-30 04:29:23,2022-03-02 04:00:51
2300,1287,2022-09-24 00:30:05,debit_card,7804.71,2021-02-16 09:39:07,2022-10-20 03:27:29
2301,1533,2022-05-01 03:43:03,debit_card,1839.47,2021-10-03 20:40:05,2022-11-12 19:09:47
2302,2759,2022-12-23 16:27:47,venmo,8460.1,2021-11-26 04:08:47,2022-01-03 08:00:29
2303,272,2022-08-04 22:19:19,debit_card,3116.44,2021-05-24 12:41:18,2022-02-20 04:14:34
2304,1152,2022-11-25 19:26:59,credit_card,7524.54,2021-08-12 07:10:20,2022-07-29 03:37:35
2305,812,2022-07-30 04:21:57,credit_card,8023.0,2021-03-30 13:53:22,2022-04-24 11:47:17
2306,834,2022-07-06 17:00:43,venmo,5280.81,2021-05-06 22:10:44,2022-05-03 02:07:18
2307,192,2022-06-08 04:25:17,apple_pay,6553.24,2021-11-28 16:20:03,2022-07-13 07:36:45
2308,1687,2022-05-04 16:56:45,apple_pay,5234.44,2021-06-20 20:12:58,2022-08-27 07:43:31
2309,286,2022-10-15 05:45:59,apple_pay,7476.11,2021-06-04 22:41:47,2022-12-03 07:28:55
2310,610,2022-05-22 09:26:17,paypal,4860.96,2021-02-02 07:02:33,2022-06-03 00:07:34
2311,2216,2022-06-20 12:47:01,apple_pay,9675.26,2021-10-18 02:46:58,2022-10-17 16:58:13
2312,1563,2022-11-16 14:54:18,credit_card,1602.57,2021-08-29 17:18:07,2022-06-22 05:41:31
2313,730,2022-12-25 13:13:02,apple_pay,1617.62,2021-05-15 23:30:32,2022-12-04 01:52:51
2314,655,2022-07-15 14:01:19,credit_card,5007.59,2021-02-14 14:31:22,2022-11-12 14:39:26
2315,1627,2022-01-13 03:00:25,credit_card,9307.13,2021-02-09 04:47:32,2022-08-04 06:31:01
2316,2656,2022-04-13 19:42:30,paypal,1519.99,2021-01-09 21:14:27,2022-10-01 01:16:04
2317,2847,2022-01-23 16:02:29,paypal,971.5,2021-03-09 16:35:35,2022-06-18 03:53:43
2318,804,2022-03-07 19:12:00,debit_card,6799.37,2021-05-02 04:55:09,2022-06-11 14:38:01
2319,358,2022-07-27 01:30:32,paypal,5418.15,2021-03-03 10:19:45,2022-04-03 17:25:50
2320,23,2022-04-04 19:45:49,venmo,5170.49,2021-06-25 08:17:23,2022-06-09 11:49:59
2321,1351,2022-08-13 14:59:04,venmo,7630.78,2021-05-13 02:31:07,2022-04-03 23:24:49
2322,1621,2022-03-31 10:42:38,venmo,4887.4,2021-07-04 20:04:01,2022-12-22 12:36:13
2323,1444,2022-03-25 20:14:30,apple_pay,867.93,2021-10-03 10:22:02,2022-12-18 05:47:17
2324,2078,2022-06-01 19:52:37,debit_card,9810.19,2021-01-08 07:10:38,2022-01-07 23:44:29
2325,365,2022-04-12 09:02:55,paypal,2679.88,2021-08-31 09:54:00,2022-07-14 08:16:56
2326,2467,2022-03-29 20:41:48,venmo,597.16,2021-08-26 06:48:32,2022-10-25 01:45:32
2327,922,2022-02-28 17:47:55,venmo,9874.59,2021-07-09 00:46:02,2022-12-25 18:19:15
2328,2750,2022-01-03 15:30:33,debit_card,6339.43,2021-12-14 15:56:17,2022-10-17 01:39:50
2329,1205,2022-04-25 17:01:16,venmo,87.64,2021-03-16 16:09:13,2022-02-14 03:09:54
2330,442,2022-08-14 01:21:24,apple_pay,4347.1,2021-12-13 22:54:29,2022-03-01 03:40:23
2331,1584,2022-11-11 03:49:56,debit_card,4232.2,2021-03-16 18:22:49,2022-02-01 06:08:17
2332,1018,2022-06-22 08:50:03,credit_card,6727.24,2021-07-23 15:33:06,2022-12-24 14:33:43
2333,189,2022-09-28 02:23:45,apple_pay,5547.4,2021-04-25 21:08:45,2022-05-10 04:37:19
2334,2314,2022-06-09 22:33:49,paypal,6755.27,2021-01-27 01:51:12,2022-02-08 20:08:21
2335,1322,2022-07-23 18:34:14,debit_card,6610.44,2021-05-03 10:16:13,2022-01-11 14:39:24
2336,2599,2022-01-14 23:44:06,paypal,5177.13,2021-09-28 09:16:23,2022-02-10 16:51:56
2337,1404,2022-11-07 18:21:59,debit_card,7318.29,2021-05-18 11:33:14,2022-06-03 19:18:36
2338,380,2022-11-06 08:04:32,apple_pay,6834.08,2021-10-12 00:09:39,2022-11-22 03:25:51
2339,588,2022-02-26 23:18:19,venmo,1348.09,2021-10-30 19:12:00,2022-01-01 08:19:10
2340,2779,2022-01-29 11:58:27,apple_pay,4248.64,2021-02-05 10:38:33,2022-07-07 21:52:18
2341,2522,2022-06-02 03:05:01,apple_pay,9603.06,2021-07-20 04:49:19,2022-03-27 00:09:39
2342,853,2022-08-03 20:01:15,credit_card,3044.37,2021-10-25 19:21:35,2022-09-09 23:54:30
2343,2530,2022-05-17 15:43:56,debit_card,5766.76,2021-11-09 17:00:04,2022-01-08 08:04:56
2344,1774,2022-07-02 01:43:32,paypal,6992.44,2021-08-08 18:32:14,2022-03-25 16:42:11
2345,1215,2022-11-30 22:57:43,paypal,8141.02,2021-07-27 05:26:41,2022-08-22 22:25:19
2346,92,2022-06-01 01:05:14,credit_card,2823.99,2021-07-29 20:18:14,2022-07-18 18:18:55
2347,675,2022-06-15 22:27:21,venmo,276.5,2021-07-06 13:24:07,2022-02-26 11:56:49
2348,42,2022-07-17 17:55:47,venmo,4567.82,2021-03-02 04:47:10,2022-01-01 08:23:19
2349,1186,2022-10-07 02:59:20,debit_card,6449.49,2021-03-18 11:32:44,2022-08-27 11:56:56
2350,1502,2022-05-16 14:08:47,paypal,5563.19,2021-10-17 04:31:25,2022-03-04 17:06:51
2351,1138,2022-02-06 08:21:25,venmo,2191.67,2021-10-07 15:57:55,2022-09-13 07:38:29
2352,379,2022-04-11 10:06:57,paypal,1089.71,2021-07-02 16:20:30,2022-11-13 22:49:53
2353,2379,2022-01-20 23:08:37,venmo,7158.09,2021-06-11 23:08:56,2022-02-17 16:02:14
2354,2136,2022-10-24 19:30:30,venmo,1343.26,2021-07-22 18:04:55,2022-02-17 07:43:34
2355,1949,2022-02-07 14:00:33,apple_pay,5640.31,2021-06-01 00:07:22,2022-03-19 04:56:32
2356,71,2022-04-11 05:30:32,venmo,3538.45,2021-01-08 23:29:16,2022-10-25 06:43:29
2357,2280,2022-10-13 18:27:22,debit_card,51.02,2021-06-29 05:21:05,2022-10-21 05:13:41
2358,2462,2022-09-13 18:47:07,paypal,9933.58,2021-08-31 07:28:08,2022-03-22 18:34:37
2359,1826,2022-03-08 15:12:39,paypal,1578.6,2021-03-23 20:36:17,2022-01-29 08:36:42
2360,1694,2022-02-15 03:46:28,credit_card,6966.49,2021-06-24 19:56:14,2022-07-14 10:58:06
2361,1275,2022-05-14 10:05:53,venmo,9808.13,2021-09-13 00:40:56,2022-10-19 13:14:37
2362,1113,2022-10-27 10:01:49,debit_card,292.28,2021-11-30 19:35:34,2022-01-13 15:07:58
2363,201,2022-09-02 03:00:29,apple_pay,2109.72,2021-11-24 23:08:52,2022-01-27 13:06:26
2364,2101,2022-04-27 02:47:09,apple_pay,4894.44,2021-05-14 08:01:04,2022-09-21 18:13:20
2365,9,2022-03-13 05:56:45,paypal,9339.84,2021-08-14 09:25:02,2022-11-24 19:18:44
2366,2128,2022-08-01 07:50:08,venmo,6417.82,2021-12-10 20:08:58,2022-03-31 01:06:37
2367,827,2022-01-04 08:48:59,venmo,1431.43,2021-12-02 17:25:03,2022-01-17 02:26:22
2368,1866,2022-03-22 02:29:51,venmo,2209.78,2021-12-17 19:44:55,2022-01-22 12:18:14
2369,2660,2022-10-16 13:45:34,apple_pay,598.03,2021-04-19 19:59:14,2022-07-06 13:04:06
2370,1084,2022-06-10 14:56:39,debit_card,662.26,2021-06-21 09:17:34,2022-03-07 17:29:22
2371,1899,2022-02-27 11:20:11,debit_card,7846.61,2021-01-31 08:35:09,2022-12-21 12:22:16
2372,1072,2022-11-13 18:45:42,venmo,7771.63,2021-07-01 15:37:13,2022-08-29 14:33:45
2373,2837,2022-03-21 22:37:36,credit_card,1042.63,2021-02-10 17:38:10,2022-05-14 21:35:18
2374,2397,2022-07-23 14:15:48,paypal,9198.42,2021-06-01 23:57:50,2022-01-28 14:36:58
2375,2425,2022-04-05 22:50:02,apple_pay,3808.94,2021-10-05 15:53:03,2022-03-03 12:11:49
2376,296,2022-12-12 10:41:12,debit_card,9945.42,2021-12-18 07:04:46,2022-03-05 20:21:37
2377,2549,2022-04-24 15:02:29,credit_card,8694.08,2021-03-26 08:11:44,2022-04-23 15:16:44
2378,2386,2022-12-01 20:49:49,apple_pay,2239.24,2021-12-01 21:59:48,2022-03-02 12:34:27
2379,2726,2022-04-20 21:35:45,debit_card,3387.58,2021-07-27 20:49:07,2022-10-12 14:19:32
2380,1227,2022-08-11 22:44:13,paypal,7131.04,2021-04-16 20:02:50,2022-07-31 00:36:58
2381,1431,2022-03-25 01:27:54,apple_pay,4975.49,2021-03-07 07:13:28,2022-08-28 23:20:55
2382,630,2022-11-14 18:43:19,venmo,2050.15,2021-05-12 20:20:44,2022-12-30 05:57:37
2383,1430,2022-03-15 21:30:48,credit_card,1944.25,2021-11-02 12:06:13,2022-06-11 17:53:31
2384,1846,2022-12-29 21:43:47,apple_pay,2974.63,2021-08-19 14:45:58,2022-08-23 18:28:49
2385,2509,2022-01-09 18:36:51,apple_pay,5486.69,2021-06-10 00:52:57,2022-12-08 10:15:49
2386,2056,2022-05-06 16:06:29,venmo,5280.6,2021-05-27 12:52:29,2022-09-28 08:49:49
2387,2151,2022-02-14 03:13:21,apple_pay,7853.88,2021-12-29 14:28:44,2022-05-06 20:28:51
2388,2469,2022-01-26 16:19:17,debit_card,7273.94,2021-10-12 15:25:47,2022-07-01 22:51:52
2389,2180,2022-01-26 00:10:19,venmo,30.67,2021-02-11 18:14:59,2022-07-31 02:41:47
2390,553,2022-10-08 03:53:47,apple_pay,1473.13,2021-03-28 14:25:04,2022-04-25 09:45:33
2391,1046,2022-07-06 07:08:32,credit_card,5944.27,2021-06-18 12:41:17,2022-11-24 09:04:29
2392,1511,2022-08-19 22:20:11,apple_pay,2051.85,2021-12-29 02:12:24,2022-11-08 21:33:52
2393,1708,2022-07-08 11:35:32,credit_card,6192.3,2021-08-09 13:07:57,2022-11-16 13:08:10
2394,192,2022-01-03 01:25:12,credit_card,5445.68,2021-10-18 12:07:06,2022-09-01 17:25:17
2395,842,2022-07-03 19:06:39,apple_pay,6444.91,2021-12-18 23:26:33,2022-01-25 20:05:24
2396,2501,2022-09-28 10:45:09,venmo,7938.69,2021-02-16 15:28:54,2022-12-15 04:08:53
2397,1957,2022-11-26 18:40:43,credit_card,4892.67,2021-06-02 21:35:04,2022-11-26 06:00:14
2398,327,2022-02-22 14:39:37,debit_card,7028.76,2021-08-09 23:16:10,2022-09-16 14:17:30
2399,2194,2022-05-20 10:50:47,debit_card,4406.97,2021-03-12 17:12:35,2022-01-28 12:38:39
2400,972,2022-07-31 07:52:32,paypal,3642.73,2021-06-10 20:05:00,2022-04-29 17:25:09
2401,2366,2022-11-17 04:00:05,paypal,4804.34,2021-04-12 06:52:41,2022-08-29 07:48:36
2402,585,2022-01-19 21:15:48,apple_pay,5090.71,2021-06-06 20:21:38,2022-07-16 08:16:58
2403,1158,2022-03-16 19:29:21,venmo,4779.22,2021-01-06 05:03:13,2022-02-12 16:21:58
2404,501,2022-04-05 08:35:58,paypal,6514.7,2021-06-10 23:45:06,2022-07-02 11:55:40
2405,2545,2022-12-01 12:13:48,credit_card,2999.09,2021-10-05 01:07:10,2022-02-27 15:24:16
2406,910,2022-07-01 21:23:36,credit_card,7393.7,2021-08-30 03:32:05,2022-10-31 10:34:40
2407,1869,2022-10-28 14:27:19,venmo,3986.8,2021-09-02 03:42:24,2022-04-05 12:04:48
2408,589,2022-03-06 11:51:46,apple_pay,8420.15,2021-05-11 21:24:05,2022-12-11 14:42:00
2409,469,2022-04-05 13:33:35,paypal,1676.72,2021-07-09 12:22:23,2022-12-09 22:50:52
2410,1358,2022-07-22 00:32:36,debit_card,6412.33,2021-08-24 17:28:22,2022-01-12 19:57:58
2411,137,2022-01-31 14:09:01,paypal,9185.64,2021-01-25 18:00:05,2022-07-09 20:47:32
2412,2857,2022-10-15 18:48:55,paypal,1198.91,2021-04-04 11:18:41,2022-11-06 04:45:27
2413,2357,2022-08-28 11:04:13,credit_card,4671.48,2021-09-20 17:08:05,2022-04-16 19:44:47
2414,64,2022-05-26 14:34:32,venmo,1383.3,2021-03-20 01:56:10,2022-05-21 01:17:11
2415,2162,2022-08-06 04:56:56,credit_card,8439.22,2021-09-09 19:02:52,2022-08-15 07:47:20
2416,2147,2022-03-11 06:03:17,debit_card,6945.92,2021-06-16 22:15:45,2022-06-04 13:36:35
2417,346,2022-04-11 21:40:06,debit_card,1254.55,2021-02-21 11:59:10,2022-01-29 09:21:17
2418,888,2022-01-19 08:03:01,venmo,7364.85,2021-07-19 13:23:07,2022-05-17 20:24:26
2419,932,2022-05-16 14:14:59,debit_card,1090.08,2021-03-05 11:26:11,2022-10-21 21:29:51
2420,61,2022-07-11 16:53:25,credit_card,817.49,2021-09-03 05:47:56,2022-03-05 09:23:38
2421,1352,2022-11-12 01:15:25,debit_card,8507.44,2021-10-07 07:26:52,2022-11-12 07:39:14
2422,815,2022-04-17 12:36:01,venmo,9734.85,2021-01-12 00:47:48,2022-04-10 05:34:08
2423,283,2022-06-04 01:09:48,venmo,1311.67,2021-10-24 14:02:07,2022-09-20 18:01:36
2424,220,2022-09-23 04:19:32,venmo,2484.48,2021-12-05 15:40:15,2022-10-17 17:43:50
2425,909,2022-11-02 21:17:12,paypal,8954.86,2021-02-07 08:40:36,2022-03-16 03:45:48
2426,1730,2022-09-18 05:59:16,credit_card,8169.17,2021-12-02 23:29:23,2022-04-03 01:44:03
2427,1812,2022-02-19 13:05:37,paypal,9732.54,2021-04-21 17:00:35,2022-11-10 01:17:32
2428,2141,2022-06-25 04:22:42,debit_card,963.23,2021-04-02 22:02:50,2022-11-26 07:35:32
2429,2440,2022-09-16 23:29:43,venmo,1712.62,2021-10-28 23:14:31,2022-02-17 18:07:35
2430,847,2022-10-23 22:50:20,credit_card,9613.41,2021-03-25 06:11:00,2022-10-03 22:55:09
2431,1820,2022-06-10 08:05:40,apple_pay,3912.07,2021-09-15 18:36:47,2022-12-23 07:49:50
2432,2042,2022-05-11 13:23:12,paypal,8346.45,2021-09-24 05:25:51,2022-02-06 10:48:16
2433,2475,2022-05-04 15:28:08,venmo,2475.51,2021-12-21 08:22:18,2022-09-12 20:28:03
2434,1377,2022-10-23 21:22:14,paypal,5487.99,2021-03-02 19:50:27,2022-08-08 01:59:05
2435,1941,2022-03-31 19:38:21,paypal,5620.33,2021-11-25 02:46:42,2022-01-28 15:14:38
2436,2636,2022-03-03 23:18:13,apple_pay,1498.14,2021-04-08 07:56:50,2022-12-24 04:16:01
2437,2630,2022-07-25 09:10:01,credit_card,8947.75,2021-05-15 11:57:49,2022-04-10 04:04:03
2438,1570,2022-06-09 08:56:38,venmo,2699.56,2021-07-18 02:38:44,2022-04-12 08:25:27
2439,212,2022-12-14 08:43:02,debit_card,8624.69,2021-03-02 22:07:05,2022-06-11 21:27:33
2440,186,2022-11-20 17:18:04,debit_card,1295.31,2021-01-23 09:26:42,2022-03-11 08:31:43
2441,1747,2022-01-31 05:43:18,debit_card,6752.68,2021-10-07 04:11:57,2022-09-05 17:19:45
2442,1169,2022-04-15 05:03:45,credit_card,4366.45,2021-01-22 07:32:27,2022-04-02 23:38:43
2443,1112,2022-02-21 03:55:33,credit_card,7858.88,2021-04-07 11:01:38,2022-06-13 01:18:55
2444,1585,2022-09-20 06:17:26,apple_pay,2332.99,2021-05-29 21:46:30,2022-07-24 05:27:00
2445,2786,2022-12-14 01:00:27,apple_pay,27.77,2021-10-09 00:19:32,2022-06-19 15:52:48
2446,2178,2022-10-07 10:24:03,apple_pay,6809.28,2021-09-17 00:40:21,2022-03-10 15:46:44
2447,1388,2022-02-16 16:29:44,paypal,1981.13,2021-07-03 16:03:31,2022-02-18 19:02:05
2448,2601,2022-08-25 08:44:28,apple_pay,90.19,2021-08-24 17:29:11,2022-09-22 21:25:05
2449,1980,2022-05-25 04:08:28,venmo,3295.54,2021-04-30 15:18:54,2022-04-07 12:28:52
2450,2894,2022-04-13 14:47:03,apple_pay,8707.29,2021-06-09 14:23:59,2022-01-20 01:11:12
2451,846,2022-10-01 07:24:47,paypal,3814.15,2021-05-22 15:41:00,2022-10-08 18:26:21
2452,585,2022-06-23 03:34:54,apple_pay,8065.13,2021-03-13 16:07:06,2022-09-02 12:14:26
2453,2711,2022-08-04 16:29:15,paypal,6913.32,2021-12-26 09:14:41,2022-06-06 21:44:06
2454,2054,2022-02-10 13:49:32,paypal,4574.44,2021-09-28 06:05:49,2022-10-20 22:52:56
2455,2991,2022-06-16 00:11:48,apple_pay,5446.45,2021-12-10 22:13:04,2022-09-11 10:51:45
2456,1479,2022-03-17 03:20:14,credit_card,7911.54,2021-04-18 10:55:49,2022-02-04 18:03:40
2457,790,2022-01-24 01:05:49,venmo,7212.88,2021-03-20 01:38:56,2022-08-09 13:08:47
2458,1174,2022-08-06 10:18:57,apple_pay,9289.38,2021-04-08 16:22:43,2022-06-01 12:19:50
2459,2383,2022-07-22 01:25:20,venmo,7205.8,2021-09-10 06:40:42,2022-06-14 14:16:15
2460,635,2022-05-31 01:22:45,apple_pay,8572.83,2021-09-14 19:35:55,2022-01-20 00:23:23
2461,1608,2022-01-04 16:17:18,credit_card,882.36,2021-06-29 16:57:46,2022-09-15 12:52:34
2462,742,2022-08-04 08:25:07,debit_card,525.56,2021-08-01 07:01:09,2022-11-06 09:15:03
2463,1264,2022-09-12 17:15:07,credit_card,4220.39,2021-05-31 05:39:59,2022-10-25 05:21:07
2464,463,2022-08-01 18:17:14,credit_card,3069.08,2021-04-19 04:01:19,2022-01-14 08:53:49
2465,2700,2022-03-09 18:10:39,apple_pay,2864.99,2021-12-15 07:27:47,2022-08-30 11:12:01
2466,1838,2022-03-17 12:44:52,credit_card,5897.18,2021-10-16 08:56:17,2022-04-07 18:47:59
2467,2756,2022-02-21 15:12:24,venmo,2811.11,2021-07-26 17:16:45,2022-10-03 02:11:06
2468,1786,2022-09-27 13:40:02,venmo,42.28,2021-06-26 07:49:22,2022-09-22 10:26:11
2469,796,2022-06-05 06:32:33,apple_pay,896.13,2021-09-29 17:40:25,2022-05-07 01:17:49
2470,415,2022-09-07 07:25:14,apple_pay,1268.41,2021-09-28 23:13:19,2022-07-12 00:10:41
2471,2097,2022-04-02 01:11:43,debit_card,4670.25,2021-05-04 02:01:44,2022-05-20 02:41:35
2472,1467,2022-03-27 07:52:59,apple_pay,9479.27,2021-05-07 19:51:19,2022-03-30 04:29:57
2473,2878,2022-05-19 12:31:28,venmo,4454.3,2021-09-02 14:15:32,2022-05-14 15:17:14
2474,185,2022-06-20 06:03:30,venmo,3340.75,2021-02-11 07:40:22,2022-04-27 03:40:34
2475,1595,2022-06-30 04:14:32,paypal,5322.19,2021-07-12 10:43:53,2022-08-24 05:12:00
2476,775,2022-09-09 17:30:48,apple_pay,1820.03,2021-02-04 05:30:05,2022-03-31 19:31:40
2477,86,2022-05-22 10:23:24,apple_pay,5092.61,2021-05-18 00:22:52,2022-05-05 14:56:45
2478,2489,2022-11-28 16:23:12,venmo,7453.83,2021-05-28 10:49:21,2022-01-28 08:38:28
2479,879,2022-08-23 15:05:33,debit_card,260.81,2021-09-15 01:18:41,2022-12-04 04:39:15
2480,1185,2022-04-05 19:36:10,credit_card,2257.29,2021-04-06 09:31:47,2022-09-19 13:07:24
2481,1648,2022-12-13 23:33:04,apple_pay,4072.4,2021-12-03 16:56:19,2022-11-05 08:13:54
2482,1122,2022-10-20 07:19:59,credit_card,4956.15,2021-08-14 11:46:49,2022-08-29 22:27:56
2483,1871,2022-11-22 12:17:29,debit_card,2116.39,2021-02-08 13:10:44,2022-06-14 04:16:17
2484,74,2022-08-20 07:40:53,debit_card,2504.54,2021-01-24 22:05:56,2022-09-13 00:14:52
2485,596,2022-05-22 11:52:39,venmo,780.71,2021-10-22 20:03:17,2022-07-25 02:52:02
2486,948,2022-03-08 09:03:55,paypal,9897.12,2021-11-02 14:12:52,2022-02-20 01:57:54
2487,310,2022-07-14 18:20:58,paypal,3186.88,2021-12-18 14:57:41,2022-07-02 21:51:23
2488,736,2022-03-10 23:03:40,venmo,3148.98,2021-03-22 21:14:51,2022-06-19 10:31:02
2489,1576,2022-02-07 08:49:48,paypal,3027.71,2021-11-15 07:33:05,2022-06-28 08:31:55
2490,562,2022-07-16 18:08:33,debit_card,6732.52,2021-02-24 11:52:38,2022-01-11 05:09:05
2491,1141,2022-05-30 11:38:23,debit_card,4309.8,2021-09-01 01:08:10,2022-04-05 00:29:13
2492,670,2022-03-31 07:13:50,apple_pay,3800.35,2021-06-30 16:19:38,2022-03-03 10:20:15
2493,1262,2022-01-20 10:44:37,credit_card,4616.84,2021-04-17 02:02:35,2022-09-18 18:23:33
2494,961,2022-04-28 03:04:56,apple_pay,6252.24,2021-01-26 00:06:09,2022-09-22 17:43:15
2495,1753,2022-06-24 04:02:41,apple_pay,5670.01,2021-10-09 03:33:10,2022-03-23 19:51:52
2496,886,2022-06-18 17:18:37,apple_pay,6376.64,2021-10-24 12:38:50,2022-10-19 07:45:52
2497,441,2022-07-04 04:27:22,debit_card,4664.11,2021-08-01 18:46:21,2022-05-25 21:06:40
2498,2793,2022-09-12 23:31:43,venmo,1891.85,2021-07-13 18:27:26,2022-11-09 19:33:13
2499,828,2022-06-28 22:40:50,debit_card,9607.63,2021-08-21 15:01:30,2022-05-02 20:19:12
2500,787,2022-07-14 17:52:43,paypal,6349.94,2021-10-07 15:16:50,2022-04-09 03:00:29
2501,243,2022-04-13 20:11:00,venmo,6830.56,2021-09-25 02:57:03,2022-07-30 18:40:12
2502,2158,2022-02-26 08:20:24,debit_card,9139.35,2021-11-26 18:18:00,2022-02-14 07:06:11
2503,2249,2022-09-02 00:08:23,debit_card,9637.33,2021-05-20 11:24:48,2022-12-29 20:31:26
2504,1924,2022-11-15 12:01:02,credit_card,7576.58,2021-07-31 07:10:34,2022-08-18 16:52:21
2505,146,2022-01-06 16:01:50,debit_card,7043.33,2021-10-14 12:34:00,2022-06-12 00:01:47
2506,2984,2022-03-20 05:15:56,paypal,9493.02,2021-05-14 21:39:49,2022-06-27 17:19:17
2507,1292,2022-12-04 11:03:14,debit_card,4974.23,2021-12-19 15:33:52,2022-04-29 20:23:03
2508,113,2022-05-06 22:57:29,debit_card,5106.66,2021-10-13 14:19:11,2022-09-20 14:02:46
2509,2362,2022-04-25 09:55:15,credit_card,328.4,2021-09-03 21:03:17,2022-07-17 23:32:19
2510,604,2022-01-22 09:35:06,apple_pay,6029.72,2021-05-24 19:37:38,2022-12-21 11:16:34
2511,534,2022-10-18 21:20:41,venmo,7198.87,2021-05-03 07:27:13,2022-06-21 18:43:25
2512,2790,2022-11-09 20:26:56,paypal,473.86,2021-04-23 05:40:10,2022-11-26 16:33:30
2513,2147,2022-04-06 12:33:13,venmo,408.31,2021-06-15 09:42:24,2022-04-05 04:13:23
