"shipping_id";"order_id";"shipping_date";"shipping_method";"tracking_number";"status";"created_at";"updated_at"
768;2397;"2022-06-27";"2-Day Shipping";"5969556482";"pending";"2021-06-28 00:46:40";"2022-02-05 09:40:08"
769;178;"2022-03-25";"Next Day Delivery";"7379716305";"completed";"2021-03-27 15:50:31";"2022-03-31 11:03:50"
770;883;"2022-03-23";"Curbside Pickup";"6758080273";"completed";"2021-07-07 05:27:46";"2022-07-24 16:51:03"
771;440;"2022-07-02";"Standard Shipping";"4532213312";"completed";"2021-03-07 07:09:16";"2022-12-06 10:51:45"
772;1517;"2022-05-16";"International Shipping";"2825256218";"completed";"2021-05-12 23:19:22";"2022-10-30 01:30:12"
773;267;"2022-08-23";"Free Shipping";"3823400507";"on hold";"2021-08-22 14:53:41";"2022-05-21 12:13:16"
774;1953;"2022-05-11";"Priority Shipping";"1306897639";"cancelled";"2021-09-10 00:04:34";"2022-03-16 09:29:51"
775;413;"2022-11-15";"In-Store Pickup";"6205408747";"on hold";"2021-03-22 06:35:20";"2022-09-11 03:52:28"
776;2667;"2022-08-07";"Next Day Delivery";"8172950277";"on hold";"2021-04-16 01:45:42";"2022-03-14 13:04:41"
777;2310;"2022-04-15";"Express Shipping";"4420862276";"cancelled";"2021-01-02 10:16:36";"2022-11-19 10:37:45"
778;2417;"2022-05-26";"Express Shipping";"5413652422";"cancelled";"2021-02-24 12:17:07";"2022-09-15 04:32:10"
779;1753;"2022-02-21";"Priority Shipping";"2589026002";"cancelled";"2021-12-22 12:39:45";"2022-03-09 04:20:14"
780;1027;"2022-11-16";"2-Day Shipping";"9980051579";"active";"2021-01-06 06:55:19";"2022-07-15 15:52:03"
781;1708;"2022-10-14";"Same-Day Delivery";"7097352188";"active";"2021-03-12 09:10:09";"2022-11-24 09:24:14"
782;1734;"2022-06-12";"2-Day Shipping";"2019546275";"completed";"2021-01-05 02:10:22";"2022-08-18 04:25:03"
783;2628;"2022-09-08";"In-Store Pickup";"7654275094";"completed";"2021-10-11 14:57:54";"2022-01-11 23:03:30"
784;2067;"2022-04-21";"Curbside Pickup";"2194777505";"active";"2021-10-07 04:49:58";"2022-05-24 06:26:01"
785;2368;"2022-12-29";"Next Day Delivery";"5849126654";"completed";"2021-02-26 22:13:10";"2022-04-06 21:23:20"
786;1580;"2022-01-21";"Curbside Pickup";"8177579997";"on hold";"2021-05-15 07:03:08";"2022-03-05 03:46:48"
787;2583;"2022-05-12";"2-Day Shipping";"1618930879";"on hold";"2021-07-10 20:58:58";"2022-05-23 04:23:52"
788;1719;"2022-06-07";"Same-Day Delivery";"6699196236";"pending";"2021-12-12 23:11:27";"2022-04-22 00:19:06"
789;996;"2022-06-10";"In-Store Pickup";"1313485605";"on hold";"2021-01-28 04:25:29";"2022-06-21 01:54:10"
790;1202;"2022-07-21";"Same-Day Delivery";"1344294912";"on hold";"2021-05-03 12:22:08";"2022-05-18 12:36:20"
791;1131;"2022-01-16";"Priority Shipping";"5369843588";"cancelled";"2021-10-26 20:08:14";"2022-09-04 06:55:34"
792;1046;"2022-02-12";"Free Shipping";"7671827081";"completed";"2021-01-12 08:48:51";"2022-09-12 04:37:31"
793;1158;"2022-05-16";"Express Shipping";"4600706029";"on hold";"2021-07-24 03:30:43";"2022-12-06 11:02:46"
794;175;"2022-01-25";"International Shipping";"9785373111";"completed";"2021-10-18 14:39:45";"2022-11-28 15:21:33"
795;284;"2022-04-20";"Next Day Delivery";"4890187175";"cancelled";"2021-07-05 02:49:22";"2022-09-20 15:47:38"
796;282;"2022-01-04";"Standard Shipping";"7180094170";"on hold";"2021-02-23 16:55:19";"2022-05-03 05:12:54"
797;1021;"2022-10-29";"Priority Shipping";"9274472041";"active";"2021-01-07 19:07:03";"2022-05-23 19:01:16"
798;1955;"2022-04-05";"Priority Shipping";"5871512667";"cancelled";"2021-08-11 20:53:33";"2022-11-30 11:06:31"
799;1807;"2022-04-08";"2-Day Shipping";"4131842901";"pending";"2021-10-01 06:57:37";"2022-11-29 01:59:48"
800;166;"2022-08-30";"Express Shipping";"7839628243";"completed";"2021-08-19 10:57:23";"2022-10-09 22:07:29"
801;1470;"2022-08-05";"Same-Day Delivery";"1815051318";"active";"2021-11-12 21:51:24";"2022-03-25 21:03:10"
802;645;"2022-11-24";"In-Store Pickup";"8704080812";"active";"2021-08-18 10:30:52";"2022-12-06 14:52:59"
803;1;"2022-09-04";"Curbside Pickup";"3253182371";"completed";"2021-07-24 19:19:14";"2022-01-05 00:55:25"
804;641;"2022-11-09";"International Shipping";"5916878479";"completed";"2021-11-16 03:30:35";"2022-11-19 06:59:17"
805;235;"2022-10-27";"Free Shipping";"2317074140";"active";"2021-08-02 07:52:24";"2022-05-04 09:03:52"
806;1416;"2022-07-16";"Same-Day Delivery";"1138966918";"completed";"2021-01-08 01:26:35";"2022-10-15 16:05:24"
807;247;"2022-10-14";"International Shipping";"2118768961";"active";"2021-02-09 16:58:02";"2022-04-01 07:49:25"
808;1025;"2022-09-18";"2-Day Shipping";"4138585245";"completed";"2021-09-04 06:07:48";"2022-12-14 02:41:42"
809;2659;"2022-09-01";"Standard Shipping";"3888080709";"active";"2021-09-02 14:54:50";"2022-04-29 09:17:44"
810;2054;"2022-10-08";"2-Day Shipping";"7801881780";"on hold";"2021-06-01 23:43:02";"2022-06-12 17:18:39"
811;1686;"2022-04-11";"Same-Day Delivery";"6196502733";"completed";"2021-05-31 06:00:58";"2022-01-31 15:45:17"
812;1508;"2022-09-22";"In-Store Pickup";"4557249809";"cancelled";"2021-07-08 14:41:53";"2022-03-24 06:08:05"
813;2283;"2022-10-14";"Free Shipping";"9822147911";"pending";"2021-09-12 11:36:07";"2022-11-23 07:50:17"
814;914;"2022-05-02";"In-Store Pickup";"1270747298";"completed";"2021-10-11 07:56:26";"2022-06-14 22:00:32"
815;1450;"2022-01-02";"Same-Day Delivery";"5291772512";"completed";"2021-09-27 22:54:37";"2022-08-17 06:52:18"
816;1847;"2022-10-06";"Express Shipping";"5086000617";"cancelled";"2021-04-07 19:33:45";"2022-10-22 17:49:58"
817;1362;"2022-07-14";"Priority Shipping";"4122193173";"cancelled";"2021-01-09 20:25:44";"2022-05-31 21:13:19"
818;2288;"2022-12-06";"Free Shipping";"9809505645";"pending";"2021-06-06 00:16:02";"2022-10-18 09:09:19"
819;1190;"2022-06-13";"International Shipping";"2152443430";"cancelled";"2021-07-16 21:20:40";"2022-06-04 07:58:03"
820;1763;"2022-02-02";"Priority Shipping";"1216849690";"on hold";"2021-11-17 01:36:08";"2022-03-24 01:32:56"
821;2183;"2022-03-06";"Curbside Pickup";"5566029971";"active";"2021-06-27 18:05:42";"2022-09-10 03:43:11"
823;1388;"2022-07-17";"Express Shipping";"8037682306";"completed";"2021-01-07 02:36:52";"2022-12-02 04:11:00"
824;1593;"2022-11-07";"2-Day Shipping";"9390124275";"pending";"2021-09-01 01:11:31";"2022-08-05 03:11:59"
825;1403;"2022-07-20";"Next Day Delivery";"7537850274";"active";"2021-10-01 15:36:18";"2022-07-23 09:50:21"
826;1327;"2022-10-16";"Priority Shipping";"6595028752";"pending";"2021-12-20 23:34:00";"2022-06-23 16:22:29"
827;1511;"2022-05-07";"Same-Day Delivery";"5418703900";"on hold";"2021-12-05 20:14:22";"2022-11-26 20:13:46"
828;2422;"2022-08-06";"In-Store Pickup";"1605652109";"active";"2021-12-22 21:06:04";"2022-08-23 08:42:26"
829;2116;"2022-03-07";"2-Day Shipping";"2187724266";"pending";"2021-04-10 08:11:31";"2022-10-26 15:25:15"
830;1214;"2022-04-14";"Free Shipping";"6302180970";"completed";"2021-05-20 08:19:24";"2022-08-24 23:01:42"
831;2191;"2022-11-03";"Priority Shipping";"1573495978";"completed";"2021-02-06 10:23:37";"2022-03-17 21:48:16"
832;23;"2022-10-03";"Next Day Delivery";"7942002153";"pending";"2021-07-13 10:19:53";"2022-06-02 19:25:05"
833;220;"2022-04-25";"In-Store Pickup";"6168490935";"pending";"2021-12-26 10:25:48";"2022-06-12 05:16:00"
834;2853;"2022-02-17";"Free Shipping";"9948698549";"pending";"2021-09-15 22:09:48";"2022-04-07 03:37:11"
835;631;"2022-06-09";"Free Shipping";"4815625426";"pending";"2021-11-24 02:53:00";"2022-01-20 03:39:50"
836;2475;"2022-10-05";"Next Day Delivery";"2427480546";"cancelled";"2021-12-14 21:44:36";"2022-01-27 20:02:53"
837;2615;"2022-07-13";"Standard Shipping";"3411469072";"cancelled";"2021-01-03 18:07:45";"2022-03-15 01:41:44"
838;1842;"2022-01-25";"Express Shipping";"1745783217";"on hold";"2021-02-04 19:47:34";"2022-03-05 17:44:56"
839;1582;"2022-11-22";"Same-Day Delivery";"8994228866";"active";"2021-10-15 20:20:34";"2022-03-21 13:30:26"
840;894;"2022-04-25";"Same-Day Delivery";"4354938494";"pending";"2021-10-13 06:39:51";"2022-07-13 09:11:09"
841;2506;"2022-09-18";"International Shipping";"6537675663";"active";"2021-03-18 15:26:06";"2022-04-10 00:34:57"
842;2690;"2022-05-21";"Same-Day Delivery";"8373269421";"cancelled";"2021-10-15 00:31:38";"2022-02-12 13:14:59"
843;1721;"2022-03-07";"Express Shipping";"5350108689";"pending";"2021-10-20 08:23:05";"2022-11-30 07:41:28"
844;132;"2022-10-01";"Free Shipping";"1480976596";"cancelled";"2021-09-07 06:45:35";"2022-08-16 16:45:57"
845;234;"2022-12-17";"Curbside Pickup";"6618953159";"cancelled";"2021-12-15 19:14:08";"2022-05-18 11:02:36"
846;1651;"2022-06-05";"2-Day Shipping";"8637257473";"pending";"2021-04-28 23:24:41";"2022-02-07 04:46:25"
847;559;"2022-10-22";"Priority Shipping";"7233147472";"on hold";"2021-10-04 01:25:49";"2022-02-16 15:07:52"
848;2518;"2022-06-06";"Free Shipping";"2082408463";"pending";"2021-09-05 12:41:49";"2022-06-23 18:10:18"
849;1161;"2022-12-24";"Standard Shipping";"7085933406";"cancelled";"2021-09-08 17:50:53";"2022-03-21 04:32:51"
850;1080;"2022-07-02";"International Shipping";"2767182971";"on hold";"2021-11-27 22:25:02";"2022-12-13 18:20:37"
851;2177;"2022-01-08";"Curbside Pickup";"7661235102";"pending";"2021-09-04 23:06:04";"2022-03-20 10:45:45"
852;2133;"2022-09-23";"In-Store Pickup";"5904215952";"completed";"2021-12-28 20:54:44";"2022-07-16 19:50:50"
853;1148;"2022-10-10";"2-Day Shipping";"3086064357";"active";"2021-07-03 01:33:16";"2022-02-22 11:29:41"
854;229;"2022-03-27";"Curbside Pickup";"3525057701";"pending";"2021-09-24 13:19:18";"2022-02-02 08:46:34"
855;1014;"2022-09-17";"Next Day Delivery";"3809609641";"cancelled";"2021-02-03 18:12:42";"2022-05-04 10:30:53"
856;1824;"2022-11-08";"International Shipping";"8545225060";"on hold";"2021-11-24 10:24:19";"2022-09-03 01:55:33"
857;38;"2022-09-17";"Free Shipping";"9764627239";"cancelled";"2021-08-09 23:52:50";"2022-03-26 14:52:28"
858;415;"2022-07-17";"Same-Day Delivery";"2036949954";"completed";"2021-06-13 11:26:01";"2022-04-04 08:17:05"
859;725;"2022-07-01";"Same-Day Delivery";"8827813607";"pending";"2021-03-29 11:58:51";"2022-08-26 11:04:44"
860;2254;"2022-03-24";"2-Day Shipping";"6146971308";"completed";"2021-06-15 00:16:38";"2022-04-03 02:07:06"
861;758;"2022-07-10";"Free Shipping";"3366750131";"on hold";"2021-08-02 08:24:35";"2022-02-17 01:15:34"
862;2395;"2022-10-18";"Next Day Delivery";"5466292758";"on hold";"2021-12-18 17:18:29";"2022-08-23 15:21:21"
863;997;"2022-02-02";"Same-Day Delivery";"6880088066";"on hold";"2021-07-20 03:18:36";"2022-02-05 23:13:11"
864;2922;"2022-06-24";"Standard Shipping";"6625233243";"completed";"2021-04-19 08:47:16";"2022-11-13 20:14:25"
865;2424;"2022-05-14";"Next Day Delivery";"9178107556";"active";"2021-04-08 18:41:01";"2022-10-23 07:40:28"
866;2615;"2022-03-15";"Next Day Delivery";"7197526776";"pending";"2021-03-29 19:53:48";"2022-03-20 22:30:25"
867;806;"2022-06-06";"Standard Shipping";"6714909262";"active";"2021-11-04 06:55:09";"2022-07-25 06:46:34"
868;485;"2022-05-30";"Express Shipping";"9369086831";"active";"2021-02-19 14:32:03";"2022-11-26 03:47:47"
869;2966;"2022-09-23";"2-Day Shipping";"6346650435";"active";"2021-12-14 06:24:55";"2022-01-14 17:49:28"
870;1069;"2022-01-08";"Next Day Delivery";"8759236592";"on hold";"2021-10-18 20:54:01";"2022-01-17 23:57:50"
871;2178;"2022-12-16";"Express Shipping";"5799433676";"completed";"2021-03-27 05:10:59";"2022-01-05 16:21:42"
872;223;"2022-12-07";"International Shipping";"7225940176";"cancelled";"2021-08-13 06:22:53";"2022-11-24 23:50:55"
873;1970;"2022-12-15";"International Shipping";"2883256386";"cancelled";"2021-08-01 13:45:47";"2022-02-04 07:38:37"
874;1992;"2022-04-05";"Curbside Pickup";"1442588787";"active";"2021-01-25 10:02:15";"2022-08-27 13:28:32"
875;2840;"2022-11-05";"International Shipping";"1468213516";"active";"2021-11-13 19:51:07";"2022-09-19 00:05:41"
876;1079;"2022-12-12";"Next Day Delivery";"4890694293";"completed";"2021-02-23 01:06:12";"2022-05-20 08:58:04"
877;331;"2022-06-11";"Priority Shipping";"5008120023";"pending";"2021-07-27 14:43:12";"2022-01-24 19:09:29"
878;2044;"2022-12-18";"International Shipping";"4400300778";"cancelled";"2021-11-02 02:53:54";"2022-10-14 05:44:45"
879;1990;"2022-05-24";"In-Store Pickup";"2929292484";"on hold";"2021-09-06 16:38:54";"2022-08-21 12:04:09"
880;52;"2022-07-23";"Curbside Pickup";"1809921535";"on hold";"2021-04-24 07:06:10";"2022-02-06 16:09:25"
881;1992;"2022-12-13";"Next Day Delivery";"1386395686";"pending";"2021-10-20 07:11:52";"2022-08-18 20:39:17"
882;2768;"2022-02-08";"International Shipping";"1535284262";"pending";"2021-09-13 14:00:57";"2022-03-08 09:28:27"
883;2462;"2022-10-01";"Express Shipping";"6928654373";"on hold";"2021-12-02 20:57:09";"2022-04-30 13:50:14"
884;1733;"2022-10-15";"Priority Shipping";"2979953922";"completed";"2021-06-18 05:39:28";"2022-10-02 21:02:21"
885;945;"2022-11-21";"2-Day Shipping";"8551068082";"pending";"2021-04-12 12:03:18";"2022-06-25 06:48:54"
886;1495;"2022-02-27";"2-Day Shipping";"6411523886";"completed";"2021-05-12 20:13:10";"2022-01-15 22:11:52"
888;2379;"2022-07-24";"Same-Day Delivery";"7910085056";"pending";"2021-02-27 09:24:24";"2022-11-29 17:17:35"
889;1578;"2022-11-08";"Free Shipping";"3118168099";"cancelled";"2021-11-02 02:45:53";"2022-08-24 09:02:05"
890;1897;"2022-02-01";"Free Shipping";"5739466305";"pending";"2021-08-06 05:41:45";"2022-04-07 14:09:59"
891;1020;"2022-12-12";"Express Shipping";"1345549309";"pending";"2021-05-15 11:55:48";"2022-04-15 05:12:23"
892;1913;"2022-12-03";"Next Day Delivery";"9570367241";"pending";"2021-10-01 17:01:44";"2022-05-25 01:49:11"
893;283;"2022-12-07";"Express Shipping";"7690299896";"completed";"2021-10-25 04:20:20";"2022-01-02 01:10:31"
894;1080;"2022-01-31";"2-Day Shipping";"6604768347";"pending";"2021-11-12 17:56:02";"2022-02-22 06:18:47"
895;217;"2022-01-25";"Same-Day Delivery";"7802234974";"completed";"2021-09-02 12:32:32";"2022-12-24 03:44:48"
896;1855;"2022-12-30";"Curbside Pickup";"7388101799";"cancelled";"2021-01-22 14:36:35";"2022-04-12 00:10:18"
897;1126;"2022-06-20";"Priority Shipping";"6107173214";"active";"2021-05-15 19:07:41";"2022-03-15 17:18:56"
898;509;"2022-01-15";"2-Day Shipping";"2153771564";"cancelled";"2021-01-23 05:36:29";"2022-04-29 16:47:43"
899;349;"2022-11-15";"Standard Shipping";"9058537376";"on hold";"2021-05-23 14:46:39";"2022-01-11 06:08:50"
900;1058;"2022-06-18";"Same-Day Delivery";"9385965569";"completed";"2021-06-05 12:23:09";"2022-02-05 07:36:13"
901;2325;"2022-09-30";"Standard Shipping";"4034357847";"cancelled";"2021-07-25 13:25:58";"2022-07-07 03:16:27"
902;2908;"2022-07-30";"2-Day Shipping";"3883724932";"completed";"2021-05-21 11:31:52";"2022-06-03 05:55:36"
903;1145;"2022-07-24";"International Shipping";"7744781785";"cancelled";"2021-10-28 22:05:43";"2022-12-27 15:57:28"
904;5;"2022-04-05";"Free Shipping";"9822587190";"pending";"2021-08-02 13:47:15";"2022-05-14 05:30:29"
905;855;"2022-04-28";"Standard Shipping";"1120675657";"pending";"2021-01-12 19:04:40";"2022-12-18 06:49:46"
906;1368;"2022-04-22";"Free Shipping";"6040475597";"pending";"2021-08-26 22:39:26";"2022-11-12 08:16:09"
907;2373;"2022-04-30";"Same-Day Delivery";"7245390936";"cancelled";"2021-03-14 19:10:41";"2022-01-23 04:46:33"
908;575;"2022-09-10";"In-Store Pickup";"4210371700";"completed";"2021-06-15 22:20:22";"2022-11-11 16:11:25"
909;631;"2022-01-07";"International Shipping";"3526521753";"active";"2021-11-11 01:09:58";"2022-05-20 12:34:26"
910;1393;"2022-07-23";"Standard Shipping";"5828109241";"completed";"2021-03-06 13:08:01";"2022-11-19 12:33:50"
911;333;"2022-10-27";"International Shipping";"2999731628";"completed";"2021-11-04 21:30:48";"2022-07-04 11:45:51"
912;592;"2022-11-03";"Curbside Pickup";"2835246534";"pending";"2021-02-28 12:17:33";"2022-07-07 06:21:14"
913;2305;"2022-09-13";"Same-Day Delivery";"9360436350";"cancelled";"2021-08-25 03:34:47";"2022-12-10 23:09:59"
914;1446;"2022-11-18";"In-Store Pickup";"2345125212";"cancelled";"2021-02-08 10:54:01";"2022-07-17 15:27:00"
915;2257;"2022-04-02";"In-Store Pickup";"2502670048";"cancelled";"2021-10-16 08:13:07";"2022-05-17 01:10:06"
916;1815;"2022-10-13";"Priority Shipping";"2694560502";"completed";"2021-09-15 04:46:08";"2022-05-02 18:07:53"
917;268;"2022-01-12";"Curbside Pickup";"5450976213";"pending";"2021-10-09 15:52:50";"2022-06-11 17:05:18"
918;873;"2022-09-08";"Priority Shipping";"9257290290";"pending";"2021-08-31 09:40:23";"2022-09-18 12:51:11"
919;2951;"2022-11-26";"Same-Day Delivery";"1771649262";"on hold";"2021-06-05 16:49:12";"2022-12-19 08:45:15"
920;2975;"2022-01-22";"In-Store Pickup";"9477750137";"cancelled";"2021-09-03 05:20:26";"2022-12-28 18:28:03"
921;2684;"2022-04-21";"2-Day Shipping";"5524894242";"on hold";"2021-12-06 04:52:08";"2022-01-29 21:40:32"
922;1760;"2022-11-03";"Express Shipping";"7092339285";"cancelled";"2021-05-11 06:24:27";"2022-06-16 07:27:05"
923;2278;"2022-06-13";"International Shipping";"3333334177";"on hold";"2021-08-30 11:36:53";"2022-12-05 09:41:10"
924;2610;"2022-10-25";"In-Store Pickup";"1073146009";"on hold";"2021-06-21 10:01:44";"2022-04-29 12:52:12"
925;369;"2022-10-21";"Standard Shipping";"6795465408";"pending";"2021-07-28 07:10:10";"2022-12-02 04:58:09"
926;1515;"2022-09-13";"Curbside Pickup";"4806701211";"active";"2021-12-09 04:38:03";"2022-04-11 15:32:34"
927;1719;"2022-10-13";"In-Store Pickup";"5566271377";"active";"2021-05-15 19:59:27";"2022-09-03 21:39:33"
928;511;"2022-10-14";"Standard Shipping";"8180729001";"pending";"2021-06-11 09:48:43";"2022-07-30 11:36:09"
929;2381;"2022-01-08";"Priority Shipping";"6507252305";"pending";"2021-06-24 12:19:59";"2022-02-14 20:43:33"
930;2058;"2022-12-09";"Next Day Delivery";"3654453496";"cancelled";"2021-06-16 00:25:26";"2022-10-18 22:47:40"
931;2938;"2022-11-29";"Next Day Delivery";"6012334643";"active";"2021-05-20 11:29:08";"2022-11-15 02:15:19"
932;2782;"2022-07-08";"Same-Day Delivery";"9418563041";"on hold";"2021-02-19 00:46:36";"2022-04-14 20:07:23"
933;2035;"2022-09-09";"Standard Shipping";"1776998308";"on hold";"2021-12-23 07:09:05";"2022-11-23 02:39:50"
934;2598;"2022-01-02";"Free Shipping";"6047279759";"active";"2021-05-14 11:42:27";"2022-01-06 18:02:27"
935;1644;"2022-11-27";"International Shipping";"1680174458";"on hold";"2021-04-30 19:53:04";"2022-05-02 04:05:03"
936;738;"2022-06-10";"Free Shipping";"3345627884";"on hold";"2021-09-05 02:29:18";"2022-01-05 21:38:47"
937;1216;"2022-02-09";"Express Shipping";"8567778856";"cancelled";"2021-02-03 16:52:15";"2022-04-15 21:50:00"
938;2066;"2022-01-03";"International Shipping";"7009235352";"on hold";"2021-12-25 10:26:23";"2022-11-07 09:09:24"
939;1232;"2022-03-09";"Curbside Pickup";"6423981640";"pending";"2021-07-10 18:37:04";"2022-05-27 00:21:07"
940;1769;"2022-07-22";"Next Day Delivery";"6821484701";"on hold";"2021-10-28 00:32:04";"2022-07-16 01:06:34"
941;448;"2022-01-03";"Express Shipping";"7505819299";"on hold";"2021-02-02 03:07:50";"2022-05-08 09:16:19"
942;2469;"2022-06-17";"Same-Day Delivery";"7023287685";"active";"2021-12-30 00:13:40";"2022-03-02 20:46:36"
943;913;"2022-02-03";"Priority Shipping";"4007013431";"pending";"2021-09-07 01:20:43";"2022-03-18 20:50:09"
944;2652;"2022-01-15";"Free Shipping";"4984503584";"on hold";"2021-11-04 09:56:30";"2022-05-20 06:27:30"
945;1574;"2022-09-15";"Free Shipping";"3885132703";"active";"2021-04-01 21:29:59";"2022-12-14 02:49:27"
946;770;"2022-09-24";"Standard Shipping";"4447835631";"cancelled";"2021-09-15 01:33:40";"2022-07-01 02:40:25"
947;2073;"2022-10-02";"Priority Shipping";"2849255791";"active";"2021-04-03 08:35:38";"2022-05-08 23:28:01"
948;895;"2022-03-20";"International Shipping";"2907124604";"cancelled";"2021-04-04 07:58:02";"2022-01-30 03:39:26"
949;1293;"2022-08-20";"International Shipping";"9244051193";"pending";"2021-07-26 01:38:28";"2022-08-01 23:20:57"
950;175;"2022-11-26";"Curbside Pickup";"4988531906";"active";"2021-12-07 22:25:29";"2022-01-03 13:01:06"
951;1481;"2022-08-02";"Standard Shipping";"7666750589";"active";"2021-01-19 16:10:28";"2022-06-08 17:26:38"
952;268;"2022-05-27";"2-Day Shipping";"9137454445";"on hold";"2021-03-17 20:36:31";"2022-11-08 19:11:00"
953;2064;"2022-02-24";"International Shipping";"5154167448";"cancelled";"2021-04-17 21:01:10";"2022-10-02 23:54:31"
954;1981;"2022-01-26";"Next Day Delivery";"6656274806";"active";"2021-03-14 03:17:08";"2022-07-11 05:59:04"
955;838;"2022-08-26";"Standard Shipping";"9282996943";"cancelled";"2021-01-31 05:44:30";"2022-10-20 14:55:21"
956;2954;"2022-06-01";"Standard Shipping";"1846079522";"cancelled";"2021-03-26 00:19:18";"2022-08-09 01:27:25"
957;681;"2022-04-14";"Express Shipping";"7339761867";"pending";"2021-07-24 05:15:21";"2022-10-25 16:32:18"
958;1499;"2022-01-30";"Standard Shipping";"8280383532";"pending";"2021-04-18 21:52:15";"2022-03-20 16:21:05"
959;1200;"2022-12-18";"2-Day Shipping";"6491889901";"on hold";"2021-01-18 09:16:31";"2022-04-29 21:52:35"
960;2399;"2022-04-13";"Curbside Pickup";"7174719484";"pending";"2021-01-22 23:46:52";"2022-05-17 01:01:42"
961;9;"2022-07-22";"In-Store Pickup";"4998377698";"cancelled";"2021-11-04 10:22:06";"2022-07-30 11:02:39"
962;972;"2022-04-28";"Free Shipping";"8833974776";"cancelled";"2021-11-22 20:47:12";"2022-08-30 18:16:03"
963;2697;"2022-06-03";"Next Day Delivery";"9128589154";"pending";"2021-12-10 03:27:30";"2022-05-20 01:10:01"
964;760;"2022-04-27";"Standard Shipping";"2787154265";"active";"2021-05-06 06:40:53";"2022-12-06 11:31:19"
965;189;"2022-12-23";"2-Day Shipping";"3731322407";"pending";"2021-11-17 05:03:03";"2022-05-19 18:15:08"
966;345;"2022-07-02";"International Shipping";"8663268649";"completed";"2021-04-03 23:26:29";"2022-12-22 18:18:52"
967;1106;"2022-03-16";"In-Store Pickup";"8147393432";"cancelled";"2021-12-20 17:17:10";"2022-03-21 02:57:52"
968;1606;"2022-03-31";"Express Shipping";"3225047196";"pending";"2021-07-05 08:27:58";"2022-08-16 10:50:34"
969;1643;"2022-09-22";"Same-Day Delivery";"1460883312";"cancelled";"2021-12-13 04:59:29";"2022-11-08 20:45:51"
970;1351;"2022-03-08";"International Shipping";"4492259069";"pending";"2021-02-19 00:10:04";"2022-08-01 11:44:29"
971;264;"2022-08-10";"In-Store Pickup";"3298252320";"completed";"2021-12-24 01:28:09";"2022-11-24 22:12:48"
972;331;"2022-09-22";"Standard Shipping";"3689316871";"active";"2021-10-17 23:16:19";"2022-06-14 23:51:06"
973;1625;"2022-03-22";"Express Shipping";"8533497817";"on hold";"2021-09-19 01:08:34";"2022-10-13 11:16:07"
974;2883;"2022-04-12";"Next Day Delivery";"3679660346";"cancelled";"2021-06-16 12:24:11";"2022-06-30 15:32:37"
975;9;"2022-10-03";"In-Store Pickup";"3845950487";"pending";"2021-11-20 12:38:57";"2022-03-19 18:57:48"
976;172;"2022-01-02";"Standard Shipping";"6602527929";"completed";"2021-08-21 04:02:58";"2022-07-08 11:12:09"
977;640;"2022-09-28";"Priority Shipping";"4094440505";"active";"2021-02-04 09:45:22";"2022-03-20 06:13:08"
978;2476;"2022-08-22";"International Shipping";"5894986196";"cancelled";"2021-05-29 20:11:10";"2022-09-18 07:35:50"
979;1874;"2022-02-10";"Standard Shipping";"8013913520";"pending";"2021-05-17 09:31:02";"2022-08-07 11:39:24"
980;742;"2022-07-14";"In-Store Pickup";"3295971432";"active";"2021-02-18 00:13:50";"2022-11-10 18:57:01"
981;542;"2022-08-23";"Standard Shipping";"2409864217";"completed";"2021-03-30 10:32:55";"2022-12-22 06:51:55"
982;1936;"2022-12-28";"2-Day Shipping";"4716013058";"completed";"2021-01-04 23:19:56";"2022-12-15 01:40:22"
983;2478;"2022-10-14";"Next Day Delivery";"8683392145";"on hold";"2021-04-26 21:32:35";"2022-07-16 18:36:22"
984;2959;"2022-02-09";"Standard Shipping";"9448129172";"cancelled";"2021-12-30 17:43:19";"2022-08-01 20:37:47"
985;977;"2022-07-09";"International Shipping";"6876410111";"active";"2021-09-15 18:40:36";"2022-02-06 02:05:19"
986;1210;"2022-04-01";"Curbside Pickup";"6237612313";"active";"2021-05-31 22:28:41";"2022-04-16 12:24:17"
987;624;"2022-09-05";"In-Store Pickup";"6826615955";"completed";"2021-06-17 02:33:41";"2022-07-18 10:53:34"
988;2377;"2022-01-31";"International Shipping";"8461034030";"pending";"2021-02-24 21:23:50";"2022-12-26 09:42:42"
989;67;"2022-05-26";"Free Shipping";"7297677746";"pending";"2021-02-09 03:38:04";"2022-12-01 19:47:37"
990;2336;"2022-03-05";"International Shipping";"7598659295";"active";"2021-12-21 04:11:12";"2022-08-25 23:56:13"
991;2479;"2022-12-13";"Free Shipping";"1679026036";"completed";"2021-10-25 07:54:57";"2022-12-24 15:43:00"
992;1081;"2022-03-23";"Standard Shipping";"3261093098";"completed";"2021-01-11 17:29:23";"2022-01-14 13:06:50"
993;1855;"2022-10-10";"Priority Shipping";"4927544758";"pending";"2021-10-07 18:19:32";"2022-08-19 07:29:37"
994;2494;"2022-11-12";"Curbside Pickup";"1152239017";"pending";"2021-05-12 13:12:11";"2022-04-07 19:18:44"
995;527;"2022-02-05";"Same-Day Delivery";"4712290760";"on hold";"2021-12-08 12:39:34";"2022-05-07 12:27:31"
996;480;"2022-05-27";"Standard Shipping";"5566937863";"active";"2021-03-23 09:42:56";"2022-10-11 06:29:00"
