"review_id";"product_id";"user_id";"rating";"comment";"created_at";"updated_at"
324;198;630;3;"Best purchase ever";"2021-10-12 15:14:57";"2022-09-23 06:53:53"
325;188;475;3;"Fantastic product";"2021-05-13 11:15:33";"2022-08-16 08:07:24"
326;334;117;5;"will definitely buy again";"2021-11-13 06:05:53";"2022-10-08 17:36:37"
327;389;941;3;"Excellent customer service and product quality";"2021-10-04 12:38:37";"2022-01-11 18:41:47"
328;352;578;3;"Top-notch quality";"2021-03-01 13:23:45";"2022-09-11 20:59:47"
329;108;408;4;"exceeded my expectations";"2021-03-14 23:22:56";"2022-07-24 03:03:18"
330;457;225;5;"Excellent customer service and product quality";"2021-10-22 12:16:06";"2022-05-21 15:05:25"
331;44;404;4;"Fantastic product";"2021-10-28 06:46:39";"2022-08-13 00:56:43"
332;152;209;3;"Couldn't be happier with my purchase";"2021-09-21 23:42:41";"2022-06-04 21:57:34"
333;295;999;5;"Top-notch quality";"2021-06-19 21:42:24";"2022-08-28 05:36:57"
334;338;546;4;"will definitely buy again";"2021-06-06 12:35:35";"2022-09-02 18:51:18"
335;408;112;3;"exceeded my expectations";"2021-01-18 02:13:50";"2022-06-15 21:04:29"
336;399;767;4;"highly recommend!";"2021-08-08 10:01:02";"2022-05-08 20:50:40"
337;19;378;4;"worth every penny";"2021-03-03 22:16:11";"2022-05-02 02:08:17"
338;321;210;3;"it's a game-changer";"2021-10-31 14:29:42";"2022-02-28 10:16:17"
340;147;648;4;"exceeded my expectations";"2021-11-12 01:52:06";"2022-10-30 03:38:18"
341;59;5;3;"Top-notch quality";"2021-09-22 02:35:05";"2022-07-01 22:02:52"
342;413;667;5;"Incredible product";"2021-12-17 03:45:06";"2022-06-03 09:26:35"
343;315;107;3;"Excellent customer service and product quality";"2021-04-07 15:49:41";"2022-04-09 07:41:14"
344;284;229;4;"Impressed with the durability and design";"2021-07-18 01:32:41";"2022-10-28 19:51:48"
345;395;501;5;"worth every penny";"2021-03-31 05:09:01";"2022-12-25 19:01:00"
346;275;828;4;"it's a game-changer";"2021-10-17 16:36:13";"2022-04-27 02:01:43"
347;399;688;5;"highly recommend!";"2021-02-05 13:07:12";"2022-07-15 02:35:22"
348;284;185;3;"Couldn't be happier with my purchase";"2021-04-15 19:15:43";"2022-09-19 00:36:33"
349;120;888;5;"Absolutely love this product";"2021-08-23 21:01:59";"2022-06-14 19:45:33"
350;170;883;3;"exceeded my expectations";"2021-04-29 01:06:24";"2022-05-22 17:59:03"
351;57;598;3;"Excellent customer service and product quality";"2021-01-21 13:01:18";"2022-11-03 15:48:28"
352;45;437;3;"exceeded my expectations";"2021-04-11 05:04:02";"2022-12-08 15:35:26"
353;47;757;5;"Best purchase ever";"2021-05-10 09:36:34";"2022-03-19 09:29:22"
354;245;373;4;"Top-notch quality";"2021-07-02 20:12:54";"2022-08-20 19:52:12"
355;445;133;4;"Couldn't be happier with my purchase";"2021-08-06 21:19:03";"2022-09-26 23:28:29"
356;50;256;5;"Fantastic product";"2021-11-14 03:54:13";"2022-11-21 12:54:46"
357;380;692;5;"Impressed with the durability and design";"2021-05-06 23:02:22";"2022-04-14 17:45:23"
358;402;371;5;"Absolutely love this product";"2021-04-01 09:55:49";"2022-02-26 12:58:58"
359;301;246;4;"it's a game-changer";"2021-09-07 02:24:51";"2022-08-28 04:28:50"
360;194;431;3;"it's a game-changer";"2021-12-02 22:24:24";"2022-05-10 08:10:03"
361;77;61;5;"Top-notch quality";"2021-02-10 22:40:04";"2022-06-08 03:41:21"
362;154;349;3;"exceeded my expectations";"2021-11-21 19:53:19";"2022-03-24 19:08:41"
364;165;548;3;"Best purchase ever";"2021-12-15 11:08:58";"2022-03-27 17:19:59"
365;485;332;5;"worth every penny";"2021-01-04 17:57:06";"2022-06-28 12:34:05"
366;227;56;3;"Highly satisfied with the performance and features";"2021-11-24 03:45:27";"2022-07-31 22:44:21"
367;423;652;4;"Impressed with the durability and design";"2021-05-31 02:35:59";"2022-10-01 10:54:38"
368;486;417;3;"Excellent customer service and product quality";"2021-04-09 00:47:03";"2022-03-22 03:31:28"
369;456;460;3;"Fantastic product";"2021-03-26 14:39:59";"2022-03-15 20:19:39"
370;83;251;4;"Amazing quality";"2021-11-05 17:14:08";"2022-07-13 14:33:10"
371;229;408;3;"Excellent customer service and product quality";"2021-05-22 08:44:31";"2022-08-17 10:39:45"
372;136;209;3;"Highly satisfied with the performance and features";"2021-11-27 14:48:29";"2022-02-20 09:39:13"
374;162;933;4;"Fantastic product";"2021-02-17 17:24:35";"2022-03-16 18:10:12"
375;214;880;4;"Fantastic product";"2021-10-31 22:10:21";"2022-01-19 12:48:38"
376;290;514;3;"Couldn't be happier with my purchase";"2021-11-26 18:45:07";"2022-11-27 03:33:30"
378;7;321;3;"Incredible product";"2021-10-04 15:50:42";"2022-10-01 18:34:15"
379;179;576;5;"will definitely buy again";"2021-06-07 16:47:42";"2022-07-03 01:49:29"
380;334;352;4;"Absolutely love this product";"2021-09-17 08:14:29";"2022-04-01 13:13:10"
381;141;327;5;"Fantastic product";"2021-04-15 14:29:31";"2022-02-02 07:50:22"
382;374;846;3;"Highly satisfied with the performance and features";"2021-10-20 01:47:40";"2022-11-29 21:48:07"
383;232;996;5;"Highly satisfied with the performance and features";"2021-04-25 18:37:26";"2022-12-21 19:01:13"
384;248;595;4;"Excellent customer service and product quality";"2021-07-24 12:24:20";"2022-09-14 21:43:11"
385;112;475;5;"Excellent customer service and product quality";"2021-08-09 20:07:07";"2022-05-16 06:18:13"
386;91;184;5;"Excellent customer service and product quality";"2021-09-12 14:03:03";"2022-10-07 16:27:32"
387;390;854;5;"Absolutely love this product";"2021-04-04 16:42:26";"2022-09-21 00:47:17"
388;303;754;4;"Incredible product";"2021-04-04 09:12:08";"2022-03-14 16:34:08"
389;471;551;3;"Impressed with the durability and design";"2021-07-24 03:30:55";"2022-03-23 23:44:17"
390;459;664;5;"Impressed with the durability and design";"2021-06-19 09:54:13";"2022-05-24 04:11:01"
391;391;76;5;"Incredible product";"2021-04-02 04:57:35";"2022-05-16 01:56:47"
392;430;579;4;"Top-notch quality";"2021-03-01 07:57:13";"2022-10-18 15:55:34"
393;244;886;3;"Best purchase ever";"2021-06-01 20:03:56";"2022-10-19 04:42:22"
394;81;126;4;"Absolutely love this product";"2021-05-10 18:08:10";"2022-03-24 11:29:39"
395;95;636;4;"Fantastic product";"2021-04-12 11:50:58";"2022-03-11 21:43:17"
396;341;393;4;"it's a game-changer";"2021-06-25 02:49:11";"2022-05-30 03:33:19"
397;298;347;5;"it's a game-changer";"2021-11-29 12:54:32";"2022-09-12 11:31:08"
398;54;266;4;"worth every penny";"2021-10-30 12:28:28";"2022-05-20 04:32:10"
399;374;96;5;"Excellent customer service and product quality";"2021-04-19 16:18:31";"2022-03-02 11:05:56"
400;227;188;5;"Highly satisfied with the performance and features";"2021-04-12 04:05:15";"2022-09-22 00:11:01"
401;399;684;3;"Highly satisfied with the performance and features";"2021-03-18 12:58:24";"2022-10-30 16:43:57"
402;311;268;4;"Impressed with the durability and design";"2021-05-25 18:55:36";"2022-02-19 07:37:19"
403;448;166;4;"great value for the price";"2021-09-16 05:39:40";"2022-08-26 20:08:49"
405;275;873;4;"highly recommend!";"2021-03-29 21:29:52";"2022-02-20 04:53:42"
406;128;401;3;"highly recommend!";"2021-01-19 09:37:42";"2022-08-06 02:17:16"
407;195;36;5;"will definitely buy again";"2021-02-22 10:32:18";"2022-03-22 21:19:02"
408;451;398;3;"Best purchase ever";"2021-09-11 23:19:49";"2022-04-21 02:39:15"
410;464;478;3;"Impressed with the durability and design";"2021-06-09 09:33:35";"2022-12-10 09:07:34"
411;285;654;4;"Top-notch quality";"2021-08-05 23:37:33";"2022-07-08 19:21:13"
412;147;172;5;"worth every penny";"2021-06-14 04:02:53";"2022-05-18 18:45:26"
413;220;820;5;"highly recommend!";"2021-07-02 07:50:00";"2022-01-31 08:41:10"
415;235;656;4;"Impressed with the durability and design";"2021-06-16 15:50:09";"2022-04-02 02:07:50"
416;182;735;5;"Amazing quality";"2021-04-21 14:38:17";"2022-11-23 04:31:46"
417;182;323;3;"it's a game-changer";"2021-10-25 16:30:42";"2022-03-30 22:03:18"
418;196;373;3;"it's a game-changer";"2021-03-22 08:08:33";"2022-06-07 12:11:45"
419;30;373;4;"will definitely buy again";"2021-03-25 14:12:37";"2022-01-31 00:10:08"
420;276;799;4;"great value for the price";"2021-02-23 04:52:17";"2022-04-19 17:32:27"
421;42;610;3;"exceeded my expectations";"2021-04-12 07:43:16";"2022-05-15 00:07:52"
422;378;163;3;"Highly satisfied with the performance and features";"2021-06-27 20:42:54";"2022-08-16 13:56:10"
423;229;315;5;"Excellent customer service and product quality";"2021-09-21 22:45:06";"2022-06-06 01:54:49"
424;421;105;5;"worth every penny";"2021-01-23 23:09:19";"2022-09-16 19:52:12"
425;161;52;5;"Amazing quality";"2021-12-17 18:27:57";"2022-02-02 08:42:23"
426;179;604;5;"Amazing quality";"2021-05-18 01:11:03";"2022-11-13 10:52:22"
427;191;125;5;"exceeded my expectations";"2021-06-29 21:42:23";"2022-04-24 20:16:46"
428;245;302;4;"exceeded my expectations";"2021-04-30 22:46:40";"2022-07-26 21:35:27"
429;403;377;5;"it's a game-changer";"2021-03-06 06:55:56";"2022-12-13 07:06:33"
430;7;268;3;"Excellent customer service and product quality";"2021-03-23 18:40:54";"2022-01-11 12:29:19"
431;26;699;4;"Excellent customer service and product quality";"2021-03-22 03:09:18";"2022-10-22 02:38:14"
432;28;666;4;"Highly satisfied with the performance and features";"2021-01-04 05:55:51";"2022-03-11 01:19:53"
433;184;687;4;"Excellent customer service and product quality";"2021-04-17 18:25:53";"2022-01-20 18:21:30"
434;140;852;5;"Excellent customer service and product quality";"2021-10-29 01:07:23";"2022-02-19 14:24:06"
435;498;195;3;"Top-notch quality";"2021-08-13 06:46:38";"2022-10-24 20:36:20"
436;459;507;4;"Amazing quality";"2021-12-14 13:43:20";"2022-06-28 08:51:47"
437;117;117;3;"it's a game-changer";"2021-10-31 02:38:27";"2022-05-03 01:26:07"
438;485;98;3;"Excellent customer service and product quality";"2021-08-19 18:46:20";"2022-04-12 05:17:46"
439;158;132;4;"will definitely buy again";"2021-04-13 16:17:44";"2022-06-07 03:28:42"
440;62;833;5;"Amazing quality";"2021-11-24 14:25:08";"2022-01-02 00:50:50"
441;6;250;4;"Couldn't be happier with my purchase";"2021-11-01 09:46:00";"2022-11-20 17:22:19"
442;116;329;3;"Best purchase ever";"2021-10-10 05:36:17";"2022-04-12 19:10:17"
443;49;255;3;"Highly satisfied with the performance and features";"2021-05-15 01:53:29";"2022-05-16 10:28:53"
444;31;789;3;"great value for the price";"2021-07-03 01:32:43";"2022-08-26 03:04:26"
445;428;340;5;"Highly satisfied with the performance and features";"2021-09-30 01:05:28";"2022-01-13 00:37:33"
446;442;577;4;"Amazing quality";"2021-07-21 11:52:14";"2022-12-22 08:27:34"
447;110;3;4;"Absolutely love this product";"2021-12-17 01:28:06";"2022-01-28 14:46:41"
448;101;327;3;"highly recommend!";"2021-11-26 22:40:35";"2022-02-28 16:58:46"
449;491;220;4;"highly recommend!";"2021-01-06 08:20:31";"2022-07-10 00:39:26"
450;430;865;3;"great value for the price";"2021-10-08 10:49:59";"2022-07-09 02:41:09"
451;417;450;5;"Impressed with the durability and design";"2021-06-08 02:36:18";"2022-11-14 12:36:00"
452;323;645;5;"worth every penny";"2021-01-31 02:53:01";"2022-07-30 12:00:31"
453;64;184;5;"it's a game-changer";"2021-11-25 03:38:43";"2022-07-02 11:16:31"
454;342;80;3;"it's a game-changer";"2021-07-24 14:47:47";"2022-10-22 02:14:17"
455;430;69;5;"Top-notch quality";"2021-02-26 01:33:40";"2022-01-03 09:24:22"
456;268;626;3;"it's a game-changer";"2021-03-19 06:35:25";"2022-04-06 12:47:52"
457;57;801;5;"highly recommend!";"2021-12-06 01:41:45";"2022-01-29 13:19:08"
458;82;170;5;"worth every penny";"2021-04-22 02:32:59";"2022-03-04 18:07:02"
459;435;251;3;"Impressed with the durability and design";"2021-09-09 22:34:37";"2022-10-25 05:34:10"
460;142;410;3;"Amazing quality";"2021-07-27 08:16:39";"2022-09-18 03:07:53"
461;71;981;3;"worth every penny";"2021-06-29 21:26:08";"2022-10-07 01:08:14"
462;39;626;5;"exceeded my expectations";"2021-10-31 10:11:44";"2022-03-03 16:25:41"
463;258;538;4;"highly recommend!";"2021-08-06 19:12:37";"2022-03-06 21:06:49"
464;374;992;5;"highly recommend!";"2021-01-12 02:06:18";"2022-06-11 04:54:35"
465;401;831;4;"great value for the price";"2021-10-08 00:36:09";"2022-08-14 03:57:55"
466;5;620;5;"it's a game-changer";"2021-09-10 00:10:56";"2022-11-13 15:04:24"
467;70;332;5;"Top-notch quality";"2021-04-15 20:48:30";"2022-12-30 07:07:55"
468;65;659;3;"worth every penny";"2021-11-12 08:08:12";"2022-10-06 21:34:57"
469;194;630;3;"worth every penny";"2021-11-12 01:46:18";"2022-09-28 07:02:28"
470;490;790;4;"Couldn't be happier with my purchase";"2021-01-18 09:17:54";"2022-08-02 03:16:31"
471;1;595;5;"great value for the price";"2021-02-14 03:20:39";"2022-04-30 03:01:29"
472;58;516;5;"will definitely buy again";"2021-07-29 18:31:45";"2022-11-05 18:54:51"
473;305;743;5;"Excellent customer service and product quality";"2021-08-22 06:39:23";"2022-03-30 21:57:16"
474;294;752;4;"Couldn't be happier with my purchase";"2021-06-16 21:04:09";"2022-03-04 17:44:58"
475;222;425;3;"Fantastic product";"2021-01-03 09:45:21";"2022-08-16 00:40:22"
476;278;56;3;"Incredible product";"2021-11-19 13:48:08";"2022-05-03 15:37:53"
477;434;587;5;"exceeded my expectations";"2021-12-23 16:23:39";"2022-04-15 09:55:58"
478;304;777;4;"highly recommend!";"2021-11-07 03:20:59";"2022-01-12 22:27:03"
479;148;95;4;"Highly satisfied with the performance and features";"2021-07-22 01:08:37";"2022-12-13 01:26:32"
480;219;567;4;"Couldn't be happier with my purchase";"2021-11-28 19:10:59";"2022-05-06 12:33:09"
481;213;358;3;"Excellent customer service and product quality";"2021-07-30 19:35:00";"2022-02-15 11:37:50"
482;49;978;3;"great value for the price";"2021-09-08 05:11:13";"2022-06-10 14:46:39"
483;324;215;4;"Best purchase ever";"2021-05-13 10:30:16";"2022-11-09 19:15:59"
484;255;519;5;"worth every penny";"2021-10-25 07:45:03";"2022-07-17 10:40:53"
485;414;534;5;"worth every penny";"2021-03-05 00:31:39";"2022-04-01 14:27:32"
486;382;845;3;"Amazing quality";"2021-04-12 03:27:59";"2022-11-26 10:30:33"
487;14;572;4;"Top-notch quality";"2021-08-25 12:25:19";"2022-12-17 20:57:28"
488;51;989;4;"great value for the price";"2021-08-11 04:36:56";"2022-04-12 19:09:33"
489;173;713;4;"Amazing quality";"2021-03-19 01:17:31";"2022-01-25 00:33:50"
490;72;150;5;"will definitely buy again";"2021-02-17 06:26:47";"2022-01-14 05:34:22"
491;45;739;4;"Fantastic product";"2021-02-03 00:20:31";"2022-01-27 16:46:15"
492;118;430;5;"Incredible product";"2021-02-19 11:18:47";"2022-11-06 07:13:10"
493;58;894;3;"worth every penny";"2021-11-21 01:53:34";"2022-10-10 17:15:39"
494;406;768;5;"Impressed with the durability and design";"2021-04-13 04:19:38";"2022-10-30 23:58:59"
495;87;418;4;"worth every penny";"2021-08-30 01:02:17";"2022-07-25 22:00:59"
496;317;853;4;"exceeded my expectations";"2021-08-17 09:01:37";"2022-09-03 21:29:10"
498;378;40;3;"it's a game-changer";"2021-01-22 17:32:23";"2022-10-13 15:10:28"
499;480;317;4;"Highly satisfied with the performance and features";"2021-12-14 14:20:13";"2022-11-09 00:14:56"
500;364;987;3;"Couldn't be happier with my purchase";"2021-11-24 22:44:24";"2022-07-23 17:23:58"
501;311;477;4;"Amazing quality";"2021-10-28 07:55:38";"2022-05-15 09:36:28"
502;333;928;5;"it's a game-changer";"2021-12-27 10:14:26";"2022-09-08 01:26:28"
504;167;840;5;"exceeded my expectations";"2021-10-07 17:10:04";"2022-08-03 20:55:07"
505;33;241;5;"Top-notch quality";"2021-12-16 06:13:35";"2022-12-29 09:46:19"
506;167;371;3;"Incredible product";"2021-09-17 11:04:10";"2022-03-24 08:10:39"
507;371;118;3;"Absolutely love this product";"2021-04-17 08:17:44";"2022-10-14 22:17:35"
510;487;439;5;"it's a game-changer";"2021-09-25 20:45:06";"2022-07-06 23:23:32"
511;173;890;4;"Incredible product";"2021-06-20 22:34:46";"2022-04-16 11:14:06"
512;191;596;3;"Impressed with the durability and design";"2021-04-06 05:44:23";"2022-05-04 02:51:21"
513;400;759;3;"will definitely buy again";"2021-03-11 23:22:12";"2022-10-21 02:28:58"
514;342;9;3;"Top-notch quality";"2021-02-22 14:46:20";"2022-11-10 22:07:44"
515;346;215;5;"Fantastic product";"2021-09-06 09:46:49";"2022-12-06 14:47:21"
516;248;707;3;"Incredible product";"2021-02-25 22:13:23";"2022-05-25 23:24:32"
517;192;630;3;"Impressed with the durability and design";"2021-01-14 00:10:10";"2022-10-16 19:23:32"
518;441;793;4;"worth every penny";"2021-12-09 10:18:44";"2022-11-23 07:47:26"
519;405;409;5;"Highly satisfied with the performance and features";"2021-05-07 08:46:24";"2022-06-01 05:12:06"
520;107;140;3;"worth every penny";"2021-09-26 12:06:23";"2022-01-31 20:24:38"
521;189;212;3;"Top-notch quality";"2021-06-20 09:51:30";"2022-03-03 09:34:46"
522;377;174;4;"Top-notch quality";"2021-03-12 08:15:21";"2022-02-28 11:14:04"
523;235;204;3;"Incredible product";"2021-07-24 06:33:44";"2022-06-12 09:32:19"
524;288;607;3;"Excellent customer service and product quality";"2021-02-15 14:28:19";"2022-01-04 20:43:30"
525;79;929;4;"Absolutely love this product";"2021-08-11 02:08:51";"2022-06-21 13:51:36"
526;225;493;4;"highly recommend!";"2021-10-21 02:05:36";"2022-05-02 16:00:21"
527;11;397;4;"exceeded my expectations";"2021-10-30 09:54:23";"2022-05-01 23:25:47"
528;417;851;4;"Couldn't be happier with my purchase";"2021-03-16 04:04:29";"2022-08-02 14:06:09"
529;290;92;5;"Highly satisfied with the performance and features";"2021-07-16 16:27:19";"2022-04-02 14:46:25"
530;156;44;5;"great value for the price";"2021-12-19 00:46:36";"2022-09-09 16:51:45"
531;359;774;3;"Best purchase ever";"2021-04-24 11:59:34";"2022-01-25 07:02:15"
532;463;770;4;"Incredible product";"2021-10-13 16:16:56";"2022-02-27 22:49:39"
533;77;186;4;"great value for the price";"2021-03-08 14:06:55";"2022-08-25 16:53:39"
534;341;961;5;"exceeded my expectations";"2021-03-03 14:42:07";"2022-09-30 12:17:25"
535;113;5;3;"it's a game-changer";"2021-12-16 12:04:20";"2022-03-07 19:18:36"
536;349;983;4;"highly recommend!";"2021-12-04 20:23:17";"2022-04-14 12:19:06"
537;220;504;4;"worth every penny";"2021-08-18 13:14:12";"2022-07-29 11:33:32"
538;205;326;5;"Amazing quality";"2021-04-04 02:05:04";"2022-05-22 19:45:19"
539;11;296;4;"Highly satisfied with the performance and features";"2021-03-29 11:50:09";"2022-12-20 16:51:44"
540;448;22;4;"it's a game-changer";"2021-12-17 16:22:09";"2022-03-16 03:36:36"
543;179;337;4;"Excellent customer service and product quality";"2021-01-27 08:15:06";"2022-09-22 11:31:51"
545;265;755;4;"exceeded my expectations";"2021-07-08 05:40:43";"2022-11-05 19:54:21"
546;349;411;5;"exceeded my expectations";"2021-04-15 03:49:27";"2022-12-08 04:29:20"
547;213;501;4;"Incredible product";"2021-09-02 23:04:34";"2022-05-14 02:52:27"
548;50;986;5;"Top-notch quality";"2021-08-26 18:41:57";"2022-07-13 12:50:14"
549;362;686;4;"Absolutely love this product";"2021-08-25 08:06:01";"2022-12-04 10:21:14"
551;101;754;3;"worth every penny";"2021-11-25 13:53:13";"2022-01-03 07:18:10"
552;52;449;5;"Best purchase ever";"2021-09-23 13:02:25";"2022-10-10 02:45:58"
553;287;962;4;"great value for the price";"2021-12-27 12:41:31";"2022-05-17 15:00:39"
554;79;820;4;"highly recommend!";"2021-11-04 05:31:13";"2022-06-10 16:29:41"
555;311;246;5;"Absolutely love this product";"2021-09-22 22:16:38";"2022-12-09 23:21:48"
556;242;441;5;"Fantastic product";"2021-12-19 04:30:21";"2022-10-18 22:22:02"
557;287;2;3;"great value for the price";"2021-06-04 18:24:41";"2022-02-08 06:30:01"
558;218;494;3;"worth every penny";"2021-12-19 01:56:19";"2022-11-23 21:44:37"
559;176;715;4;"Incredible product";"2021-12-11 21:21:30";"2022-01-16 06:48:23"
560;59;626;3;"Highly satisfied with the performance and features";"2021-04-18 11:10:37";"2022-08-20 15:09:04"
561;233;854;3;"highly recommend!";"2021-03-20 00:15:54";"2022-10-09 19:47:39"
562;108;845;3;"worth every penny";"2021-06-11 17:28:57";"2022-12-17 18:39:26"
563;363;739;4;"Incredible product";"2021-02-26 21:33:55";"2022-10-25 05:30:37"
564;374;583;3;"Best purchase ever";"2021-02-19 01:28:36";"2022-04-05 05:56:43"
565;388;674;3;"it's a game-changer";"2021-06-04 17:53:00";"2022-08-26 20:28:09"
566;391;537;5;"it's a game-changer";"2021-12-21 20:11:51";"2022-04-10 18:53:35"
567;210;83;5;"Incredible product";"2021-04-21 11:45:15";"2022-02-15 18:31:30"
568;177;266;4;"Couldn't be happier with my purchase";"2021-09-01 02:14:08";"2022-09-06 23:48:02"
570;91;651;4;"highly recommend!";"2021-03-27 07:47:56";"2022-11-17 00:00:08"
571;401;964;5;"highly recommend!";"2021-10-28 14:12:59";"2022-01-21 04:46:11"
572;40;419;4;"Impressed with the durability and design";"2021-03-11 15:11:44";"2022-09-12 03:44:07"
573;339;210;4;"Highly satisfied with the performance and features";"2021-09-18 19:39:42";"2022-10-10 22:47:28"
574;387;1000;5;"will definitely buy again";"2021-05-26 04:32:30";"2022-12-09 05:33:15"
575;3;239;3;"Fantastic product";"2021-08-27 05:49:32";"2022-08-26 21:52:28"
576;190;178;3;"Best purchase ever";"2021-07-06 08:22:43";"2022-01-23 21:36:54"
577;480;784;5;"highly recommend!";"2021-01-14 21:16:02";"2022-02-05 05:50:18"
578;15;110;3;"Fantastic product";"2021-02-01 05:22:30";"2022-02-09 17:43:24"
579;23;545;4;"Excellent customer service and product quality";"2021-07-22 02:29:16";"2022-05-23 11:44:34"
580;500;855;4;"it's a game-changer";"2021-04-15 12:02:04";"2022-09-09 03:41:21"
581;500;327;3;"great value for the price";"2021-06-06 15:02:26";"2022-06-02 01:58:41"
583;179;115;3;"Best purchase ever";"2021-01-03 14:09:58";"2022-11-28 21:11:45"
584;392;235;3;"Impressed with the durability and design";"2021-02-24 16:41:58";"2022-10-08 04:59:20"
585;366;979;3;"highly recommend!";"2021-04-15 06:44:13";"2022-10-05 17:53:45"
586;485;261;4;"Highly satisfied with the performance and features";"2021-02-26 20:56:46";"2022-09-20 10:04:50"
587;10;622;5;"Impressed with the durability and design";"2021-02-04 09:11:16";"2022-12-21 23:34:11"
588;161;753;4;"Top-notch quality";"2021-11-16 15:51:35";"2022-05-04 05:58:51"
589;297;360;5;"Fantastic product";"2021-12-23 19:42:28";"2022-01-18 11:03:11"
590;245;254;3;"worth every penny";"2021-05-10 10:19:35";"2022-02-26 17:07:01"
591;471;680;4;"exceeded my expectations";"2021-01-31 03:44:37";"2022-12-19 21:28:35"
592;264;206;3;"highly recommend!";"2021-02-24 21:41:04";"2022-04-07 12:29:09"
593;288;214;5;"Excellent customer service and product quality";"2021-10-16 14:29:51";"2022-07-21 09:13:18"
594;384;551;4;"worth every penny";"2021-08-25 07:16:36";"2022-12-26 18:38:53"
595;32;988;3;"Fantastic product";"2021-05-13 09:11:03";"2022-05-22 15:11:24"
596;85;768;4;"highly recommend!";"2021-08-14 06:38:53";"2022-04-18 13:16:49"
597;436;344;4;"it's a game-changer";"2021-03-14 18:43:34";"2022-01-08 18:50:57"
598;174;63;4;"Couldn't be happier with my purchase";"2021-01-29 23:37:52";"2022-06-27 06:47:18"
599;406;730;5;"Highly satisfied with the performance and features";"2021-09-16 19:10:56";"2022-10-01 11:55:04"
600;100;219;3;"Fantastic product";"2021-02-20 19:21:33";"2022-01-17 00:46:46"
601;485;365;5;"Couldn't be happier with my purchase";"2021-11-08 02:04:08";"2022-07-24 15:03:50"
602;141;423;3;"it's a game-changer";"2021-05-12 23:18:37";"2022-11-20 17:33:28"
603;6;269;4;"Top-notch quality";"2021-11-16 14:20:39";"2022-08-13 19:52:31"
604;124;558;5;"Incredible product";"2021-02-20 04:46:09";"2022-11-21 23:27:54"
606;350;501;5;"Incredible product";"2021-06-15 05:29:40";"2022-10-21 01:03:57"
608;159;42;4;"Fantastic product";"2021-07-09 14:39:04";"2022-02-03 07:43:20"
609;94;901;5;"Impressed with the durability and design";"2021-04-16 21:51:36";"2022-03-16 08:01:31"
610;193;10;3;"Excellent customer service and product quality";"2021-12-05 00:33:00";"2022-04-30 14:16:56"
611;419;722;3;"Impressed with the durability and design";"2021-07-22 14:32:32";"2022-12-15 21:35:47"
612;231;588;3;"worth every penny";"2021-10-08 12:36:19";"2022-01-15 11:43:52"
613;475;439;5;"worth every penny";"2021-02-23 14:54:57";"2022-04-29 22:48:18"
614;384;571;5;"Couldn't be happier with my purchase";"2021-04-23 20:50:31";"2022-12-25 20:02:03"
615;280;175;4;"worth every penny";"2021-08-23 17:52:58";"2022-02-14 23:39:29"
616;145;768;4;"Amazing quality";"2021-01-07 10:58:36";"2022-05-31 15:26:41"
617;62;486;4;"Absolutely love this product";"2021-01-17 16:50:50";"2022-09-17 03:41:33"
618;94;233;3;"Couldn't be happier with my purchase";"2021-12-28 15:32:26";"2022-11-18 13:13:32"
619;135;448;4;"Top-notch quality";"2021-02-23 10:33:11";"2022-05-28 20:38:04"
620;59;353;3;"Couldn't be happier with my purchase";"2021-01-27 04:59:46";"2022-08-28 02:31:42"
621;366;527;5;"Absolutely love this product";"2021-05-06 09:50:42";"2022-02-27 23:54:51"
622;53;384;3;"Impressed with the durability and design";"2021-07-14 11:46:07";"2022-12-27 23:05:23"
623;359;287;3;"great value for the price";"2021-06-06 18:31:21";"2022-06-16 21:42:36"
626;287;902;5;"Couldn't be happier with my purchase";"2021-11-21 11:57:42";"2022-06-19 05:33:17"
627;464;352;4;"Highly satisfied with the performance and features";"2021-11-16 14:12:02";"2022-07-25 16:31:06"
628;42;36;3;"Top-notch quality";"2021-03-24 05:13:07";"2022-02-05 01:59:28"
629;218;822;4;"Absolutely love this product";"2021-09-23 05:41:28";"2022-01-29 23:58:18"
630;328;748;3;"will definitely buy again";"2021-06-24 15:19:13";"2022-02-06 09:07:55"
631;462;421;3;"will definitely buy again";"2021-12-16 12:25:07";"2022-10-07 03:59:35"
632;160;846;4;"will definitely buy again";"2021-11-21 10:16:17";"2022-06-06 00:37:03"
633;332;593;4;"Absolutely love this product";"2021-03-19 04:23:27";"2022-10-03 11:27:30"
634;418;921;3;"great value for the price";"2021-06-06 04:12:18";"2022-03-08 18:48:35"
635;255;912;3;"Couldn't be happier with my purchase";"2021-06-08 13:26:37";"2022-08-10 02:53:51"
636;26;695;3;"great value for the price";"2021-07-20 15:46:26";"2022-02-18 01:47:23"
637;216;772;5;"great value for the price";"2021-01-17 07:11:28";"2022-04-24 14:58:32"
638;356;330;5;"highly recommend!";"2021-06-07 15:43:11";"2022-01-13 07:46:16"
639;30;216;5;"Fantastic product";"2021-09-18 03:33:02";"2022-11-18 01:09:15"
640;226;847;5;"Impressed with the durability and design";"2021-08-19 18:21:41";"2022-03-03 03:26:30"
641;8;672;3;"will definitely buy again";"2021-09-27 15:02:11";"2022-06-07 10:59:47"
642;344;165;5;"Absolutely love this product";"2021-01-30 23:24:41";"2022-12-05 14:39:39"
